ticker,quarter_id,llm_pos_ratio,llm_neg_ratio,llm_net_sentiment
BID,2024Q1,0.0,0.0,0.0
BID,2024Q2,0.047619047619047616,0.0,0.047619047619047616
BID,2024Q3,0.0,0.0,0.0
BID,2024Q4,0.06382978723404255,0.0,0.06382978723404255
BID,2025Q1,0.058823529411764705,0.0,0.058823529411764705
BID,2025Q2,0.0,0.0,0.0
BID,2025Q3,0.022727272727272728,0.0,0.022727272727272728
BID,2025Q4,0.08620689655172414,0.0,0.08620689655172414
BID,2026Q1,0.034482758620689655,0.0,0.034482758620689655
BID,2026Q2,0.07352941176470588,0.0,0.07352941176470588
BMP,2022Q1,0.0,0.5,-0.5
BMP,2022Q2,0.14285714285714285,0.0,0.14285714285714285
BMP,2022Q3,0.0,0.0,0.0
BMP,2022Q4,1.0,0.0,1.0
BMP,2023Q1,0.5,0.0,0.5
BMP,2023Q2,0.5,0.0,0.5
BMP,2023Q3,0.0,0.3333333333333333,-0.3333333333333333
BMP,2023Q4,0.5,0.0,0.5
BMP,2024Q1,0.0,0.0,0.0
BMP,2024Q2,0.4,0.0,0.4
BMP,2024Q3,0.0,0.0,0.0
BMP,2024Q4,0.5,0.0,0.5
BMP,2025Q1,0.0,0.0,0.0
BMP,2025Q2,0.16666666666666666,0.0,0.16666666666666666
BMP,2025Q3,0.0,0.1111111111111111,-0.1111111111111111
BMP,2025Q4,0.0,0.0,0.0
BMP,2026Q1,0.0,0.0,0.0
BMP,2026Q2,0.125,0.0,0.125
BSI,2022Q2,0.3333333333333333,0.0,0.3333333333333333
BSI,2022Q3,0.0,0.0,0.0
BSI,2022Q4,0.5,0.0,0.5
BSI,2023Q1,0.0,0.0,0.0
BSI,2023Q2,0.08333333333333333,0.0,0.08333333333333333
BSI,2023Q3,0.125,0.0,0.125
BSI,2023Q4,0.0,0.0,0.0
BSI,2024Q1,0.25,0.0,0.25
BSI,2024Q2,0.0,0.0,0.0
BSI,2024Q3,0.16666666666666666,0.0,0.16666666666666666
BSI,2024Q4,0.0,0.1111111111111111,-0.1111111111111111
BSI,2025Q1,0.0,0.14285714285714285,-0.14285714285714285
BSI,2025Q2,0.09090909090909091,0.0,0.09090909090909091
BSI,2025Q3,0.25,0.0,0.25
BSI,2025Q4,0.1111111111111111,0.0,0.1111111111111111
BSI,2026Q1,0.0,0.0,0.0
BSI,2026Q2,0.1,0.0,0.1
BVB,2022Q1,0.0,0.16666666666666666,-0.16666666666666666
BVB,2022Q2,0.0,0.0,0.0
BVB,2022Q3,0.0,0.0,0.0
BVB,2022Q4,0.0,0.0,0.0
BVB,2023Q1,0.0,0.0,0.0
BVB,2023Q2,0.0,0.0,0.0
BVB,2023Q3,0.0,0.0,0.0
BVB,2023Q4,0.0,0.0,0.0
BVB,2024Q1,0.25,0.0,0.25
BVB,2024Q2,0.07692307692307693,0.0,0.07692307692307693
BVB,2024Q3,0.13333333333333333,0.0,0.13333333333333333
BVB,2024Q4,0.0,0.0,0.0
BVB,2025Q1,0.0,0.0,0.0
BVB,2025Q2,0.0,0.0,0.0
BVB,2025Q3,0.05,0.0,0.05
BVB,2025Q4,0.038461538461538464,0.0,0.038461538461538464
BVB,2026Q1,0.05555555555555555,0.0,0.05555555555555555
BVB,2026Q2,0.041666666666666664,0.041666666666666664,0.0
BVH,2022Q1,0.0,0.0,0.0
BVH,2022Q2,0.16666666666666666,0.0,0.16666666666666666
BVH,2022Q3,0.0,0.0,0.0
BVH,2022Q4,0.0,0.0,0.0
BVH,2023Q1,0.0,0.0,0.0
BVH,2023Q2,0.0,0.0,0.0
BVH,2023Q3,0.0,0.0,0.0
BVH,2023Q4,0.1111111111111111,0.0,0.1111111111111111
BVH,2024Q1,0.25,0.0,0.25
BVH,2024Q2,0.08333333333333333,0.0,0.08333333333333333
BVH,2024Q3,0.2222222222222222,0.0,0.2222222222222222
BVH,2024Q4,0.058823529411764705,0.0,0.058823529411764705
BVH,2025Q1,0.09090909090909091,0.0,0.09090909090909091
BVH,2025Q2,0.19047619047619047,0.0,0.19047619047619047
BVH,2025Q3,0.0,0.0,0.0
BVH,2025Q4,0.09523809523809523,0.0,0.09523809523809523
BVH,2026Q1,0.06666666666666667,0.0,0.06666666666666667
BVH,2026Q2,0.0,0.0,0.0
CMG,2022Q1,0.0,0.0,0.0
CMG,2022Q2,0.0,0.0,0.0
CMG,2022Q3,0.0,0.0,0.0
CMG,2022Q4,0.0,0.0,0.0
CMG,2023Q1,0.0,0.0,0.0
CMG,2023Q2,0.0,0.0,0.0
CMG,2023Q3,0.0,0.0,0.0
CMG,2023Q4,0.0,0.0,0.0
CMG,2024Q1,0.0,0.0,0.0
CMG,2024Q2,0.1,0.0,0.1
CMG,2024Q3,0.08333333333333333,0.0,0.08333333333333333
CMG,2024Q4,0.2,0.0,0.2
CMG,2025Q1,0.25,0.0,0.25
CMG,2025Q2,0.1111111111111111,0.0,0.1111111111111111
CMG,2025Q3,0.030303030303030304,0.0,0.030303030303030304
CMG,2025Q4,0.15789473684210525,0.0,0.15789473684210525
CMG,2026Q1,0.13333333333333333,0.0,0.13333333333333333
CMG,2026Q2,0.05,0.15,-0.09999999999999999
CSV,2022Q1,0.0,0.0,0.0
CSV,2022Q2,0.16666666666666666,0.0,0.16666666666666666
CSV,2022Q3,0.0,0.0,0.0
CSV,2022Q4,0.0,0.0,0.0
CSV,2023Q1,0.0,0.0,0.0
CSV,2023Q2,0.0,0.0,0.0
CSV,2023Q3,0.16666666666666666,0.0,0.16666666666666666
CSV,2023Q4,0.0,0.0,0.0
CSV,2024Q1,0.0,0.0,0.0
CSV,2024Q2,0.0,0.0,0.0
CSV,2024Q3,0.1,0.0,0.1
CSV,2024Q4,0.0,0.0,0.0
CSV,2025Q1,0.0,0.0,0.0
CSV,2025Q2,0.0,0.0,0.0
CSV,2025Q3,0.16666666666666666,0.0,0.16666666666666666
CSV,2025Q4,0.0,0.0,0.0
CSV,2026Q1,0.25,0.0,0.25
CSV,2026Q2,0.1111111111111111,0.0,0.1111111111111111
CTG,2022Q1,0.0,0.0,0.0
CTG,2022Q2,0.047619047619047616,0.0,0.047619047619047616
CTG,2022Q3,0.0,0.0,0.0
CTG,2022Q4,0.028169014084507043,0.0,0.028169014084507043
CTG,2023Q1,0.02,0.0,0.02
CTG,2023Q2,0.0,0.0,0.0
CTG,2023Q3,0.03125,0.0,0.03125
CTG,2023Q4,0.05,0.0,0.05
CTG,2024Q1,0.0,0.0,0.0
CTG,2024Q2,0.022222222222222223,0.0,0.022222222222222223
CTG,2024Q3,0.041666666666666664,0.0,0.041666666666666664
CTG,2024Q4,0.02564102564102564,0.0,0.02564102564102564
CTG,2025Q1,0.05555555555555555,0.0,0.05555555555555555
CTG,2025Q2,0.044444444444444446,0.022222222222222223,0.022222222222222223
CTG,2025Q3,0.0945945945945946,0.02702702702702703,0.06756756756756757
CTG,2025Q4,0.03508771929824561,0.017543859649122806,0.017543859649122806
CTG,2026Q1,0.03333333333333333,0.0,0.03333333333333333
CTG,2026Q2,0.07692307692307693,0.02564102564102564,0.05128205128205129
DCM,2022Q1,1.0,0.0,1.0
DCM,2022Q2,0.375,0.125,0.25
DCM,2022Q3,0.0,0.0,0.0
DCM,2022Q4,0.16666666666666666,0.16666666666666666,0.0
DCM,2023Q1,0.25,0.0,0.25
DCM,2023Q2,0.0,0.0,0.0
DCM,2023Q3,0.25,0.0,0.25
DCM,2023Q4,0.07692307692307693,0.07692307692307693,0.0
DCM,2024Q1,0.0,0.0,0.0
DCM,2024Q2,0.0,0.0,0.0
DCM,2024Q3,0.0,0.0,0.0
DCM,2024Q4,0.0,0.2,-0.2
DCM,2025Q1,0.0,0.2,-0.2
DCM,2025Q2,0.0,0.0,0.0
DCM,2025Q3,0.09090909090909091,0.0,0.09090909090909091
DCM,2025Q4,0.0,0.0,0.0
DCM,2026Q1,0.0,0.14285714285714285,-0.14285714285714285
DCM,2026Q2,0.0,0.0,0.0
DGW,2022Q1,0.0,0.0,0.0
DGW,2022Q2,0.125,0.0,0.125
DGW,2022Q3,0.5,0.0,0.5
DGW,2022Q4,0.25,0.0,0.25
DGW,2023Q1,0.2857142857142857,0.0,0.2857142857142857
DGW,2023Q2,0.25,0.0,0.25
DGW,2023Q3,0.25,0.0,0.25
DGW,2023Q4,0.16666666666666666,0.0,0.16666666666666666
DGW,2024Q1,0.5,0.0,0.5
DGW,2024Q2,0.2,0.0,0.2
DGW,2024Q3,0.09090909090909091,0.0,0.09090909090909091
DGW,2024Q4,0.25,0.0,0.25
DGW,2025Q1,0.1111111111111111,0.0,0.1111111111111111
DGW,2025Q2,0.1111111111111111,0.0,0.1111111111111111
DGW,2025Q3,0.05555555555555555,0.0,0.05555555555555555
DGW,2025Q4,0.08,0.08,0.0
DGW,2026Q1,0.08333333333333333,0.0,0.08333333333333333
DGW,2026Q2,0.23529411764705882,0.0,0.23529411764705882
DIG,2022Q1,0.16666666666666666,0.0,0.16666666666666666
DIG,2022Q2,0.05263157894736842,0.0,0.05263157894736842
DIG,2022Q3,0.0,0.0,0.0
DIG,2022Q4,0.0,0.0,0.0
DIG,2023Q1,0.07692307692307693,0.0,0.07692307692307693
DIG,2023Q2,0.1,0.05,0.05
DIG,2023Q3,0.1,0.0,0.1
DIG,2023Q4,0.08333333333333333,0.0,0.08333333333333333
DIG,2024Q1,0.0,0.07692307692307693,-0.07692307692307693
DIG,2024Q2,0.0,0.0,0.0
DIG,2024Q3,0.0,0.0,0.0
DIG,2024Q4,0.04,0.0,0.04
DIG,2025Q1,0.0,0.0,0.0
DIG,2025Q2,0.08695652173913043,0.0,0.08695652173913043
DIG,2025Q3,0.06896551724137931,0.034482758620689655,0.034482758620689655
DIG,2025Q4,0.02,0.0,0.02
DIG,2026Q1,0.058823529411764705,0.0,0.058823529411764705
DIG,2026Q2,0.030303030303030304,0.0,0.030303030303030304
DPM,2022Q1,0.6666666666666666,0.0,0.6666666666666666
DPM,2022Q2,0.6666666666666666,0.0,0.6666666666666666
DPM,2022Q3,0.0,0.0,0.0
DPM,2022Q4,0.16666666666666666,0.0,0.16666666666666666
DPM,2023Q1,0.1,0.0,0.1
DPM,2023Q2,0.2,0.0,0.2
DPM,2023Q3,0.09090909090909091,0.2727272727272727,-0.1818181818181818
DPM,2023Q4,0.0,0.0,0.0
DPM,2024Q1,0.3333333333333333,0.0,0.3333333333333333
DPM,2024Q2,0.0,0.0,0.0
DPM,2024Q3,0.14285714285714285,0.0,0.14285714285714285
DPM,2025Q1,0.1111111111111111,0.0,0.1111111111111111
DPM,2025Q2,0.0,0.0,0.0
DPM,2025Q3,0.12903225806451613,0.0,0.12903225806451613
DPM,2025Q4,0.21428571428571427,0.0,0.21428571428571427
DPM,2026Q1,0.17647058823529413,0.0,0.17647058823529413
DPM,2026Q2,0.08333333333333333,0.0,0.08333333333333333
DXG,2022Q1,0.0,0.0,0.0
DXG,2022Q2,0.25,0.0,0.25
DXG,2022Q3,0.0,0.0,0.0
DXG,2022Q4,0.09090909090909091,0.0,0.09090909090909091
DXG,2023Q1,0.16666666666666666,0.0,0.16666666666666666
DXG,2023Q2,0.1,0.1,0.0
DXG,2023Q3,0.25,0.0,0.25
DXG,2023Q4,0.16666666666666666,0.0,0.16666666666666666
DXG,2024Q1,0.0,0.0,0.0
DXG,2024Q2,0.0,0.0,0.0
DXG,2024Q3,0.2,0.0,0.2
DXG,2024Q4,0.0,0.2,-0.2
DXG,2025Q1,0.1111111111111111,0.0,0.1111111111111111
DXG,2025Q2,0.0,0.0,0.0
DXG,2025Q3,0.07692307692307693,0.0,0.07692307692307693
DXG,2025Q4,0.0,0.06666666666666667,-0.06666666666666667
DXG,2026Q1,0.125,0.125,0.0
DXG,2026Q2,0.020833333333333332,0.020833333333333332,0.0
EIB,2022Q1,0.0,0.0,0.0
EIB,2022Q2,0.0,0.0,0.0
EIB,2022Q3,0.15789473684210525,0.0,0.15789473684210525
EIB,2022Q4,0.0,0.0,0.0
EIB,2023Q1,0.02564102564102564,0.0,0.02564102564102564
EIB,2023Q2,0.02857142857142857,0.0,0.02857142857142857
EIB,2023Q3,0.07142857142857142,0.0,0.07142857142857142
EIB,2023Q4,0.0625,0.0625,0.0
EIB,2024Q1,0.0,0.0,0.0
EIB,2024Q2,0.0,0.0,0.0
EIB,2024Q3,0.06666666666666667,0.0,0.06666666666666667
EIB,2024Q4,0.08333333333333333,0.0,0.08333333333333333
EIB,2025Q1,0.05555555555555555,0.0,0.05555555555555555
EIB,2025Q2,0.0,0.0,0.0
EIB,2025Q3,0.11764705882352941,0.0,0.11764705882352941
EIB,2025Q4,0.09523809523809523,0.0,0.09523809523809523
EIB,2026Q1,0.08333333333333333,0.041666666666666664,0.041666666666666664
EIB,2026Q2,0.0,0.0,0.0
ELC,2022Q1,0.16666666666666666,0.0,0.16666666666666666
ELC,2022Q2,0.2857142857142857,0.0,0.2857142857142857
ELC,2022Q3,0.0,0.0,0.0
ELC,2022Q4,0.25,0.0,0.25
ELC,2023Q1,0.0,0.0,0.0
ELC,2023Q2,0.0,0.0,0.0
ELC,2023Q3,0.0,0.0,0.0
ELC,2023Q4,0.0,0.0,0.0
ELC,2024Q1,0.0,0.1111111111111111,-0.1111111111111111
ELC,2024Q2,0.0,0.0,0.0
ELC,2024Q3,0.0,0.0,0.0
ELC,2024Q4,0.0,0.0,0.0
ELC,2025Q1,0.08333333333333333,0.0,0.08333333333333333
ELC,2025Q2,0.07692307692307693,0.0,0.07692307692307693
ELC,2025Q3,0.07142857142857142,0.0,0.07142857142857142
ELC,2025Q4,0.07142857142857142,0.0,0.07142857142857142
ELC,2026Q1,0.15625,0.03125,0.125
ELC,2026Q2,0.09523809523809523,0.0,0.09523809523809523
EVF,2022Q1,0.0,0.0,0.0
EVF,2022Q2,0.23529411764705882,0.0,0.23529411764705882
EVF,2022Q3,0.125,0.0,0.125
EVF,2022Q4,0.0,0.0,0.0
EVF,2023Q1,0.07692307692307693,0.0,0.07692307692307693
EVF,2023Q2,0.4,0.0,0.4
EVF,2023Q3,0.0,0.0,0.0
EVF,2023Q4,0.0,0.0,0.0
EVF,2024Q1,0.0,0.07142857142857142,-0.07142857142857142
EVF,2024Q2,0.0,0.0,0.0
EVF,2024Q3,0.0,0.0,0.0
EVF,2024Q4,0.0,0.0,0.0
EVF,2025Q1,0.0,0.0,0.0
EVF,2025Q2,0.0,0.0,0.0
EVF,2025Q3,0.0,0.0,0.0
EVF,2025Q4,0.125,0.0,0.125
EVF,2026Q1,0.11764705882352941,0.0,0.11764705882352941
EVF,2026Q2,0.05,0.0,0.05
FPT,2022Q1,0.058823529411764705,0.0,0.058823529411764705
FPT,2022Q2,0.06557377049180328,0.0,0.06557377049180328
FPT,2022Q3,0.10810810810810811,0.0,0.10810810810810811
FPT,2022Q4,0.0625,0.0,0.0625
FPT,2023Q1,0.08,0.0,0.08
FPT,2023Q2,0.1282051282051282,0.0,0.1282051282051282
FPT,2023Q3,0.1935483870967742,0.0,0.1935483870967742
FPT,2023Q4,0.125,0.0,0.125
FPT,2024Q1,0.15789473684210525,0.0,0.15789473684210525
FPT,2024Q2,0.07692307692307693,0.0,0.07692307692307693
FPT,2024Q3,0.08571428571428572,0.0,0.08571428571428572
FPT,2024Q4,0.03225806451612903,0.0,0.03225806451612903
FPT,2025Q1,0.08,0.0,0.08
FPT,2025Q2,0.0963855421686747,0.012048192771084338,0.08433734939759037
FPT,2025Q3,0.10256410256410256,0.017094017094017096,0.08547008547008547
FPT,2025Q4,0.05405405405405406,0.0,0.05405405405405406
FPT,2026Q1,0.0975609756097561,0.0,0.0975609756097561
FPT,2026Q2,0.061224489795918366,0.0,0.061224489795918366
FRT,2022Q1,0.0,0.0,0.0
FRT,2022Q2,0.25,0.0,0.25
FRT,2022Q3,0.3333333333333333,0.0,0.3333333333333333
FRT,2022Q4,0.2,0.0,0.2
FRT,2023Q1,0.0,0.0,0.0
FRT,2023Q2,0.0,0.0,0.0
FRT,2023Q3,0.0,0.0,0.0
FRT,2023Q4,0.5,0.0,0.5
FRT,2024Q1,0.2,0.0,0.2
FRT,2024Q2,0.25,0.0,0.25
FRT,2024Q3,0.3333333333333333,0.0,0.3333333333333333
FRT,2024Q4,0.0,0.0,0.0
FRT,2025Q1,0.16666666666666666,0.0,0.16666666666666666
FRT,2025Q2,0.16666666666666666,0.0,0.16666666666666666
FRT,2025Q3,0.11538461538461539,0.038461538461538464,0.07692307692307693
FRT,2025Q4,0.2,0.0,0.2
FRT,2026Q1,0.3125,0.0,0.3125
FRT,2026Q2,0.13333333333333333,0.0,0.13333333333333333
GAS,2022Q1,0.0,0.0,0.0
GAS,2022Q2,0.020833333333333332,0.0,0.020833333333333332
GAS,2022Q3,0.014285714285714285,0.0,0.014285714285714285
GAS,2022Q4,0.0,0.0,0.0
GAS,2023Q1,0.14285714285714285,0.0,0.14285714285714285
GAS,2023Q2,0.0,0.0,0.0
GAS,2023Q3,0.06666666666666667,0.0,0.06666666666666667
GAS,2023Q4,0.0,0.0,0.0
GAS,2024Q1,0.0,0.0,0.0
GAS,2024Q2,0.0,0.0,0.0
GAS,2024Q3,0.13333333333333333,0.0,0.13333333333333333
GAS,2024Q4,0.08333333333333333,0.0,0.08333333333333333
GAS,2025Q1,0.029411764705882353,0.0,0.029411764705882353
GAS,2025Q2,0.0,0.02857142857142857,-0.02857142857142857
GAS,2025Q3,0.08571428571428572,0.0,0.08571428571428572
GAS,2025Q4,0.06896551724137931,0.0,0.06896551724137931
GAS,2026Q1,0.020833333333333332,0.020833333333333332,0.0
GAS,2026Q2,0.06521739130434782,0.0,0.06521739130434782
GEX,2022Q1,0.0,0.0,0.0
GEX,2022Q2,0.05555555555555555,0.0,0.05555555555555555
GEX,2022Q3,0.0,0.0,0.0
GEX,2022Q4,0.0,0.04,-0.04
GEX,2023Q1,0.0,0.0,0.0
GEX,2023Q2,0.0,0.0,0.0
GEX,2023Q3,0.0,0.058823529411764705,-0.058823529411764705
GEX,2023Q4,0.0,0.0,0.0
GEX,2024Q1,0.0,0.0,0.0
GEX,2024Q2,0.0,0.0,0.0
GEX,2024Q3,0.0,0.0,0.0
GEX,2024Q4,0.0,0.0,0.0
GEX,2025Q1,0.23333333333333334,0.0,0.23333333333333334
GEX,2025Q2,0.10526315789473684,0.0,0.10526315789473684
GEX,2025Q3,0.11363636363636363,0.0,0.11363636363636363
GEX,2025Q4,0.075,0.0,0.075
GEX,2026Q1,0.08333333333333333,0.0,0.08333333333333333
GEX,2026Q2,0.08571428571428572,0.0,0.08571428571428572
GMD,2022Q2,0.0,0.0,0.0
GMD,2022Q3,0.2,0.0,0.2
GMD,2022Q4,0.0,0.0,0.0
GMD,2023Q1,0.0,0.0,0.0
GMD,2023Q2,0.0,0.0,0.0
GMD,2023Q3,0.2727272727272727,0.09090909090909091,0.1818181818181818
GMD,2023Q4,0.0,0.0,0.0
GMD,2024Q1,0.0,0.0,0.0
GMD,2024Q2,0.0,0.0,0.0
GMD,2024Q3,0.0,0.0,0.0
GMD,2024Q4,0.15384615384615385,0.0,0.15384615384615385
GMD,2025Q1,0.2,0.0,0.2
GMD,2025Q2,0.2727272727272727,0.0,0.2727272727272727
GMD,2025Q3,0.06666666666666667,0.0,0.06666666666666667
GMD,2025Q4,0.0,0.058823529411764705,-0.058823529411764705
GMD,2026Q1,0.0,0.0,0.0
GMD,2026Q2,0.038461538461538464,0.0,0.038461538461538464
GVR,2022Q1,0.0,0.0,0.0
GVR,2022Q2,0.0,0.06666666666666667,-0.06666666666666667
GVR,2022Q3,0.0,0.0,0.0
GVR,2022Q4,0.1,0.0,0.1
GVR,2023Q1,0.0,0.0,0.0
GVR,2023Q2,0.16666666666666666,0.0,0.16666666666666666
GVR,2023Q3,0.0,0.0,0.0
GVR,2023Q4,0.0,0.0,0.0
GVR,2024Q1,0.0,0.0,0.0
GVR,2024Q2,0.0,0.0,0.0
GVR,2024Q3,0.16666666666666666,0.0,0.16666666666666666
GVR,2024Q4,0.0,0.0,0.0
GVR,2025Q1,0.0,0.0,0.0
GVR,2025Q2,0.14285714285714285,0.0,0.14285714285714285
GVR,2025Q3,0.0625,0.0,0.0625
GVR,2025Q4,0.0,0.0,0.0
GVR,2026Q1,0.0,0.0,0.0
GVR,2026Q2,0.045454545454545456,0.0,0.045454545454545456
HAH,2022Q1,0.0,0.0,0.0
HAH,2022Q2,0.3,0.0,0.3
HAH,2022Q3,0.0,0.2,-0.2
HAH,2022Q4,0.3333333333333333,0.0,0.3333333333333333
HAH,2023Q1,0.2857142857142857,0.0,0.2857142857142857
HAH,2023Q2,0.125,0.0,0.125
HAH,2023Q3,0.125,0.0,0.125
HAH,2023Q4,0.25,0.0,0.25
HAH,2024Q1,0.0,0.0,0.0
HAH,2024Q2,0.0,0.0,0.0
HAH,2024Q3,0.0,0.0,0.0
HAH,2024Q4,0.2,0.0,0.2
HAH,2025Q1,0.0,0.0,0.0
HAH,2025Q2,0.0,0.0,0.0
HAH,2025Q3,0.13513513513513514,0.0,0.13513513513513514
HAH,2025Q4,0.034482758620689655,0.0,0.034482758620689655
HAH,2026Q1,0.08333333333333333,0.0,0.08333333333333333
HAH,2026Q2,0.0975609756097561,0.0,0.0975609756097561
HCM,2022Q1,0.0,0.0,0.0
HCM,2022Q2,0.0,0.0,0.0
HCM,2022Q3,0.0,0.0,0.0
HCM,2022Q4,0.0,0.045454545454545456,-0.045454545454545456
HCM,2023Q1,0.0,0.0,0.0
HCM,2023Q2,0.043478260869565216,0.13043478260869565,-0.08695652173913043
HCM,2023Q3,0.0,0.21428571428571427,-0.21428571428571427
HCM,2023Q4,0.0,0.047619047619047616,-0.047619047619047616
HCM,2024Q1,0.0,0.0,0.0
HCM,2024Q2,0.047619047619047616,0.0,0.047619047619047616
HCM,2024Q3,0.06666666666666667,0.0,0.06666666666666667
HCM,2024Q4,0.0,0.0,0.0
HCM,2025Q1,0.08695652173913043,0.0,0.08695652173913043
HCM,2025Q2,0.0,0.05555555555555555,-0.05555555555555555
HCM,2025Q3,0.013888888888888888,0.05555555555555555,-0.041666666666666664
HCM,2025Q4,0.06818181818181818,0.06060606060606061,0.007575757575757569
HCM,2026Q1,0.07368421052631578,0.031578947368421054,0.04210526315789473
HCM,2026Q2,0.029197080291970802,0.014598540145985401,0.014598540145985401
HDB,2022Q1,0.09090909090909091,0.0,0.09090909090909091
HDB,2022Q2,0.07692307692307693,0.0,0.07692307692307693
HDB,2022Q3,0.07894736842105263,0.0,0.07894736842105263
HDB,2022Q4,0.017857142857142856,0.0,0.017857142857142856
