cache_key,content_hash,ticker,article_date,title,url,is_stock_relevant,sentiment,sentiment_score,importance_score,information_magnitude_score,uncertainty_score,novelty_hint_score,reasoning_confidence,time_horizon,event_type,relevance_to_ticker,summary,reason,provider,requested_model,response_model,request_id,prompt_sha256,input_sha256,extracted_at_utc,status,error
688e1fb043472ee14f7e1e0df2700b389b9fbebfb036f31b5772e22bd3b3ceda,52dae55c039f68fc32d0527ae80be761f7473243d2dc73a6f3d2e4f80d9f30b3,SSI,2022-03-01,ssi research nhu cau gui tien tiet kiem tu khu vuc dan cu giam manh 1051586.html,https://kinhtechungkhoan.vn/ssi-research-nhu-cau-gui-tien-tiet-kiem-tu-khu-vuc-dan-cu-giam-manh-1051586.html,False,neutral,-0.5,3.0,3.0,3.0,3.0,3.0,unclear,other,irrelevant,SSI Research báo cáo nhu cầu gửi tiền tiết kiệm từ khu vực dân cư giảm mạnh.,,deepseek,deepseek-chat,deepseek-v4-flash,6e6a5ece-ffeb-4c56-ab72-f65e53d6357d,dfac706802f0735a2b6340ef95472f9f4dc4f869b2a9637861bddb48438d5da6,4a060b85f706f2af840b3617b7bde8615cf82de3ac3c92b6ad44b1d4d68e1e04,2026-07-07T10:16:22+00:00,ok,
d9515762b9a8402a9b2742fe8090ae4c0c87292ed23844369263687baac748e6,66cc910c4847ab793f4711c7a15fa377a8965a17b1e97f5091d5120d5aafae09,HPG,2022-03-06,tien noi trai chieu tuan qua ca nhan gom hon 800 ty dong hpg 1336838.html,https://kinhtechungkhoan.vn/tien-noi-trai-chieu-tuan-qua-ca-nhan-gom-hon-800-ty-dong-hpg-1336838.html,False,neutral,0.5,3.0,4.0,3.0,3.0,3.0,unclear,other,irrelevant,Cá nhân gom hơn 800 tỷ đồng trái phiếu HPG trong tuần qua.,,deepseek,deepseek-chat,deepseek-v4-flash,dbbe48f9-8bf9-4da8-9cc8-3c3c78b61e22,8479e41b798b9bea8b46e31a0da565b38c71092c658e9d690dc62df8817d3dbb,8fa43a13325124f2fa59cfffd545b1346651fef55c8b30a3ddd11154417220ab,2026-07-07T10:16:24+00:00,ok,
efcc9404f478d7db9b9926f42a1005c8c1cbe5fefb3308e431d6165dd12a7716,61ab15224a177d0c932e6db2763a507c14b3525082f39b20ce2b30ecdd0e0850,HPG,2022-03-13,dong tien ca nhan can thi truong chung khoan khoan tuan 7 11 3 hpg hut rong nghin ty 1352602.html,https://kinhtechungkhoan.vn/dong-tien-ca-nhan-can-thi-truong-chung-khoan-khoan-tuan-7-11-3-hpg-hut-rong-nghin-ty-1352602.html,False,neutral,0.5,3.0,4.0,3.0,3.0,3.0,unclear,other,irrelevant,"Dòng tiền cá nhân rút ròng khỏi thị trường chứng khoán, HPG hút ròng nghìn tỷ trong tuần 7-11/3.",,deepseek,deepseek-chat,deepseek-v4-flash,727196d8-3294-4278-8475-8b8517eca884,80f2d472ff17c5f0b58ca183e8cdf91ebbb9d1a18babb4b0f953e45d84d9d0fd,4c811ea74c05442aff1f7608a075da0a5fd4f0d56e796722ff13bf387ae4fa9f,2026-07-07T10:16:25+00:00,ok,
ec23b0002fbd7a91d59b7c473223a4855eb05fd27f9fbf095f5cc2e0a56df448,b9676ac837963323a5ae3b4fc12d74af0a018ee296d74c92b73c06a1b0dd9ab5,SSI,2022-03-15,ssi research nhieu yeu to keo tang truong tin dung cham lai trong thang 2 1051495.html,https://kinhtechungkhoan.vn/ssi-research-nhieu-yeu-to-keo-tang-truong-tin-dung-cham-lai-trong-thang-2-1051495.html,False,neutral,-0.3,3.0,3.0,3.0,3.0,3.0,unclear,other,irrelevant,SSI Research báo cáo nhiều yếu tố kéo tăng trưởng tín dụng chậm lại trong tháng 2.,,deepseek,deepseek-chat,deepseek-v4-flash,534f6976-3c7c-433b-a0b0-cc6a5cf7e51e,4663554c5b3ed827d258a59dfce8b02057a9e82d740361bcb55b1919921056f3,cb7112026e0881565ac7608707a458b64b3c172ddb07388a377ff2817c31cfdb,2026-07-07T10:16:26+00:00,ok,
10b273ec4734788af70b5ff71942fcc8cd7d30625daee1225cda73c832a9c7fa,4cda0bdc3de1d30bf9e478559fa35981a47e899c29d2b5f05cc39217e73c3e11,VCB,2022-03-19,vietcombank huy lich chot quyen doi lai ngay to chuc dai hoi thuong nien 2022 1051467.html,https://kinhtechungkhoan.vn/vietcombank-huy-lich-chot-quyen-doi-lai-ngay-to-chuc-dai-hoi-thuong-nien-2022-1051467.html,False,neutral,0.0,3.0,3.0,3.0,3.0,3.0,unclear,other,irrelevant,Vietcombank hủy lịch chốt quyền và dời lại ngày tổ chức đại hội thường niên 2022.,,deepseek,deepseek-chat,deepseek-v4-flash,5c137307-b815-4f0a-a466-c8104566c686,e31efb9e489bad38f1840eabedb7f6902e871f32dbba402ebf49cf63431b9a72,6995561de76e0aafc716b372621bd5b09c10201ed5285b76687d33e235028e89,2026-07-07T10:16:28+00:00,ok,
e6e69590b070d63cdb2e7057c21515c88d22e68221955fb3aaec38e90c244e2d,51a368cae34ac178c937f67837f139288ff9d1fd02ddccd347a3d0bde1d1bf3f,SSI,2022-03-26,ssi tang truong loi nhuan ngan hang trong quy i 2022 co su phan hoa lon 1051434.html,https://kinhtechungkhoan.vn/ssi-tang-truong-loi-nhuan-ngan-hang-trong-quy-i-2022-co-su-phan-hoa-lon-1051434.html,False,neutral,0.0,3.0,3.0,3.0,3.0,3.0,unclear,other,irrelevant,SSI dự báo tăng trưởng lợi nhuận ngân hàng trong quý I/2022 có sự phân hóa lớn.,,deepseek,deepseek-chat,deepseek-v4-flash,b2dbbe11-e5fe-4f03-9e8b-21e3d53a7389,7ed3c7eb492796813312accc2555bb855540ec4f57b363f7a3515523f42f8980,d5ecb336907364cc21c4509ba9de9631049f53ce0e5dc3114214170c0dc46315,2026-07-07T10:16:29+00:00,ok,
2ad8152fd1a3f3c1d20767add7e5fe42e1bb75a027085e5db5a234bad7a32faf,9d280cf216006f355a59e62e17f6417d098c4c06b0bf2d01f3aa41a428477f41,HPG,2022-03-30,khuyen nghi dau tu ngay 30 3 2022 dhg hpg ntp tip vsc acl tvb 1030331.html,https://kinhtechungkhoan.vn/khuyen-nghi-dau-tu-ngay-30-3-2022-dhg-hpg-ntp-tip-vsc-acl-tvb-1030331.html,False,neutral,0.0,3.0,3.0,3.0,3.0,3.0,unclear,other,irrelevant,"Bài báo đưa ra khuyến nghị đầu tư cho nhiều mã cổ phiếu, trong đó có HPG, nhưng không có nội dung chi tiết về khuyến nghị cụ thể.",,deepseek,deepseek-chat,deepseek-v4-flash,c02aa61f-f9f4-4903-ade0-5a11bd856d78,a5f50a2f0e90668c3cd4439591518a872ea5959e95c3e79c41ee6d85206cc193,08ab9eb271b57093ff2832eac0e4e09237dda1a6f1da2c96de11eed3b08ce135,2026-07-07T10:16:31+00:00,ok,
e52a793c87687165fd62dcaf5d21ec976888749110a110aa714f5ce026377645,5232ef62d2e2387064d80d878cb516d0e3ab48b3fcd839fa058e7c11e67e09b9,SSI,2022-04-01,SSI: Nhận được quyết định của Sở GDCKVN về việc chấp thuận thành viên giao dịch cho SSI,https://cafef.vn/du-lieu/SSI-498377/ssi-nhan-duoc-quyet-dinh-cua-so-gdckvn-ve-viec-chap-thuan-thanh-vien-giao-dich-cho-ssi.chn,False,neutral,0.2,3.0,3.0,3.0,3.0,3.0,unclear,other,irrelevant,SSI được Sở GDCKVN chấp thuận làm thành viên giao dịch.,,deepseek,deepseek-chat,deepseek-v4-flash,4ba34336-a642-4374-8b9e-226079aeaae0,afa800a17955fdd2801c29971e7a46459fdfa117d984d907c70e860cd43bd3fb,3de24a2fefc2f3cf0e58ec2703e06a71701ddd016ccf20d1b3e1d319a228ca9f,2026-07-07T10:16:32+00:00,ok,
426016cb272f98230cd07984b36132855d32e64bac334cdd70c9abebf75a80b0,b91f5ed53608db5096715b67d7ca580475f1357a4cdb8603eac97a2f57f7f447,VNM,2022-04-02,khoi ngoai mua rong hon 1 000 ty dong tuan 28 3 1 4 tam diem vnm cung dgc 1335380.html,https://kinhtechungkhoan.vn/khoi-ngoai-mua-rong-hon-1-000-ty-dong-tuan-28-3-1-4-tam-diem-vnm-cung-dgc-1335380.html,False,neutral,0.5,3.0,4.0,3.0,3.0,3.0,unclear,other,irrelevant,"Khối ngoại mua ròng hơn 1,000 tỷ đồng trong tuần 28/3-1/4, tâm điểm là VNM và DGC.",,deepseek,deepseek-chat,deepseek-v4-flash,4c33b7a3-3f02-478c-9f8f-44cffebe57d7,8345f6cea736cbe940e6c293e7f6447dd5de7a859e4aacb748a3e612d6a06dce,270cfe9e56f514d00b88a31a5393ce6deadc6c4f47602830f1eb97569817c3ae,2026-07-07T10:16:34+00:00,ok,
dcc1140905f5f8ed11f9c2a932c94bba60ae0e403382464401a0374b2ae60423,ae3c431437d2d4c55d2f72b23c3294ab3c3c5da15649fd2ae064fa6af1cc0605,HPG,2022-04-06,"Thép xây dựng Hòa Phát vượt 500.000 tấn trong tháng 3, cao nhất từ trước đến nay",https://cafef.vn/thep-xay-dung-hoa-phat-vuot-500000-tan-trong-thang-3-cao-nhat-tu-truoc-den-nay-20220406101337579.chn,False,neutral,0.8,3.0,4.0,3.0,3.0,3.0,unclear,other,irrelevant,"Sản lượng thép xây dựng Hòa Phát tháng 3/2022 đạt 511.000 tấn, cao nhất lịch sử; quý I/2022 tổng sản lượng bán hàng đạt 2,17 triệu tấn, tăng 12% so với cùng kỳ.",,deepseek,deepseek-chat,deepseek-v4-flash,e9ad08c1-d3b8-4b02-a1eb-77e5c43c6513,6069844327bb46c4b66ae08f0242d88b17f2cabd39cf52a255ddb239d0ab79e0,1dbe81eae6356eacebd80beb4f25400f9c4a6c85ea2feb592b833a327f6ac23b,2026-07-07T10:16:35+00:00,ok,
f2390aa7c93b41627720ab3f28f24969c1cf8d5441849196a07eeb6a1729d4cd,e8904fd8b90ecda49195ecff24ae82da4a303de1f4674226f3f8b1d905497c36,HPG,2022-04-07,khuyen nghi dau tu ngay 7 4 2022 pnj bwe hpg tar vcg vnd 1030284.html,https://kinhtechungkhoan.vn/khuyen-nghi-dau-tu-ngay-7-4-2022-pnj-bwe-hpg-tar-vcg-vnd-1030284.html,False,neutral,0.0,3.0,3.0,3.0,3.0,3.0,unclear,other,irrelevant,"Bài báo đưa ra khuyến nghị đầu tư cho nhiều mã cổ phiếu bao gồm HPG, nhưng không có nội dung cụ thể về triển vọng hay đánh giá chi tiết.",,deepseek,deepseek-chat,deepseek-v4-flash,2abd318a-5dc1-4aef-9187-612bc82ff99d,c7a25303c7a6e97a1a46a1ef1b5e8e8abba8e66b2aa714260bc01c4da7f8d544,2190c1c50e58ec940e51b0a077463afc5a70b8b1a769a70d5ee28615476d1ffc,2026-07-07T10:16:37+00:00,ok,
3f8468929f4b7c9d2d071861ae246a054304723830022e0a236f149deff22d92,f83e92ef9f6d38fbcdce616b09a34b936aa4f169977e12aa1dc87d0ea95f12d3,SSI,2022-04-12,ssi ra khuyen nghi trung lap doi voi co phieu szc cua sonadezi chau duc 1335510.html,https://kinhtechungkhoan.vn/ssi-ra-khuyen-nghi-trung-lap-doi-voi-co-phieu-szc-cua-sonadezi-chau-duc-1335510.html,False,neutral,0.0,3.0,3.0,3.0,3.0,3.0,unclear,other,irrelevant,SSI đưa ra khuyến nghị trung lập đối với cổ phiếu SZC của Sonadezi Châu Đức.,,deepseek,deepseek-chat,deepseek-v4-flash,90a6ec69-d776-4157-8541-c83af64cb6f5,677fac9e7b45d2cda03dc806ddd08c82c2e31b7d4e908aa1e66c048c76a23fba,59355234dc3c5e51800e3341ac8382f4274ee9a42c969e6adc68285491102c16,2026-07-07T10:16:38+00:00,ok,
b16c5eb022bff8f9cbfb9d2c9375eb7cf088f66a5ddb1a94309b29087ec87b4a,0ec7163126ae04e106dd31c226df31d893f0fbaf779ce8406f108ef6f39de555,SSI,2022-04-14,ssi dat muc tieu doanh thu vuot 10 000 ty dong nam 2022 1074208.html,https://kinhtechungkhoan.vn/ssi-dat-muc-tieu-doanh-thu-vuot-10-000-ty-dong-nam-2022-1074208.html,False,neutral,0.5,3.0,4.0,3.0,3.0,3.0,unclear,other,irrelevant,SSI đặt mục tiêu doanh thu vượt 10.000 tỷ đồng năm 2022.,,deepseek,deepseek-chat,deepseek-v4-flash,2f2849a0-092f-4423-a325-954dce8ede0d,47d512750dc9df23fac78ad3be827515655685aad4f39da82e3ea2bc96c105cf,9131b229c8f344ecfd5bd32072d6c61315f3271e13b7d87f8401ae1e10c9b85d,2026-07-07T10:16:39+00:00,ok,
33b60ff4be4b66f86e5cf77a5d1098984685728e0a7bd808d5113a1cf2ea0757,744076641c81b2881e50194dfa61307cebce87669be9bb84a63ca87d6c4a3506,HPG,2022-04-16,thi truong lao doc tuan thu 2 lien tiep hpg bi khoi ngoai xa gan nua ngan ty sau mot tuan 1019717.html,https://kinhtechungkhoan.vn/thi-truong-lao-doc-tuan-thu-2-lien-tiep-hpg-bi-khoi-ngoai-xa-gan-nua-ngan-ty-sau-mot-tuan-1019717.html,False,neutral,-0.8,3.0,4.0,3.0,3.0,3.0,unclear,other,irrelevant,"Thị trường lao dốc tuần thứ 2 liên tiếp, HPG bị khối ngoại xả gần nửa nghìn tỷ sau một tuần.",,deepseek,deepseek-chat,deepseek-v4-flash,ad37cbbe-ac0f-40c2-9fc7-ebb208c406a0,46c964b93557d8e4c10d6545dd3c695f54efac5b23b5d07ed0ac0b37968eeebe,b92240aad794d5fb54ae21ee9e7f8a4cfa9873116e7c176931008f43450967c4,2026-07-07T10:16:40+00:00,ok,
528ae781bbdc4db88884a57331a81a5475aa8d4ac24b07320012d06d3ef92642,424e43564ab8da0030da1a13bdc2629245d0c5194a972f8bcb1403798590caa4,FPT,2022-04-20,"FPT lãi ròng 1.239 tỷ đồng trong quý 1/2022, tăng trưởng 37% so với cùng kỳ năm trước",https://cafef.vn/fpt-lai-rong-1239-ty-dong-trong-quy-12022-tang-truong-37-so-voi-cung-ky-nam-truoc-20220420150252287.chn,False,neutral,0.9,3.0,5.0,3.0,3.0,3.0,unclear,other,irrelevant,"FPT công bố KQKD quý 1/2022 với doanh thu 9.730 tỷ đồng (+28,3%), lợi nhuận sau thuế 1.539 tỷ đồng (+34%), lãi ròng 1.239 tỷ đồng (+37%). Doanh thu tăng tại mọi thị trường, đặc biệt Mỹ (+60,7%) và APAC (+41%). Doanh thu chuyển đổi số đạt 1.",,deepseek,deepseek-chat,deepseek-v4-flash,a77b7812-6952-4a89-b551-29feeb7538bd,98ca8b2fbfc5c13ba6852f2badf49d7ff532aafca01624d6171f6f608c74b6d0,a84984312614897183de861cd9bfbde82bf22654fbb6964d591e4b8383fbb6bb,2026-07-07T10:16:43+00:00,ok,
0acd9517aaced7635e2dc0b9572fcd4400f8937087ec0e2b62cb864b04b822aa,7029a7a93e064544d159c177e45a754ef56ed209fea56f9d8f3ee6ce4b2c3daf,FPT,2022-04-26,fpt telecom fox bao lai quy 1 2022 tang 21 1074153.html,https://kinhtechungkhoan.vn/fpt-telecom-fox-bao-lai-quy-1-2022-tang-21-1074153.html,False,neutral,0.5,3.0,3.0,3.0,3.0,3.0,unclear,other,irrelevant,FPT Telecom (Fox) báo lãi quý 1/2022 tăng 21%.,,deepseek,deepseek-chat,deepseek-v4-flash,120b409c-d7fd-4caa-a2b2-1d737819aeda,5aa004ed3aa7e2ccb8f1e23cd7182863d9eab766ce583f712ddb7e48d3cd91d6,0052b48bdd0a57ea2a744ea458cac8812e42c76a137fbc60f3e8c5bcca835261,2026-07-07T10:16:44+00:00,ok,
d1845f37dc699e0053e9d87959241840242a16b16cbd664f47b134e476b8c2d9,b2fe8b6465556850d792d7c27b1553130eb94a0fb710bb75ca618787c0682986,SSI,2022-04-27,SSI: Quyết định của UBCKNN về việc sửa đổi Quyết định thành lập chi nhánh tại Hải Phòng,https://cafef.vn/du-lieu/SSI-476660/ssi-quyet-dinh-cua-ubcknn-ve-viec-sua-doi-quyet-dinh-thanh-lap-chi-nhanh-tai-hai-phong.chn,False,neutral,0.0,3.0,2.0,3.0,3.0,3.0,unclear,other,irrelevant,SSI thông báo UBCKNN sửa đổi quyết định thành lập chi nhánh tại Hải Phòng.,,deepseek,deepseek-chat,deepseek-v4-flash,23b0daa1-a739-44d0-8423-94e5991eda3b,a0cda07a14695d35107228f861f2b0dfb24e8bc2d3eef00b64ddacac9d316309,3ed2e1f686dda092b9da54544a9fd4cfa52e6f5b6f18a57b20c2fa69e3dbad4f,2026-07-07T10:16:45+00:00,ok,
d4478765c9aea86157fecb5705c14c8332a2366a8e04d9fd06faec8bcb2b8bff,0a078bccfe4d6b80491bc973df050ca481624d68d18b6038e8352a840991ceb7,HPG,2022-04-29,HPG: Mời họp ĐHĐCĐ thường niên năm 2022,https://cafef.vn/du-lieu/HPG-474038/hpg-moi-hop-dhdcd-thuong-nien-nam-2022.chn,False,neutral,0.0,3.0,2.0,3.0,3.0,3.0,unclear,other,irrelevant,HPG thông báo mời họp ĐHĐCĐ thường niên năm 2022.,,deepseek,deepseek-chat,deepseek-v4-flash,3744a5e0-7f64-42c7-b5fc-b6749e4da5dd,fadcd1f93d786d23d2feca675937108d714ffef6282d47c6aa43a40aded4d194,25586da0d7464bd1862f77d892b435d244c0efe2761fef22e036abd1de021800,2026-07-07T10:16:46+00:00,ok,
