cache_key,content_hash,ticker,article_date,title,url,is_stock_relevant,sentiment,sentiment_score,importance_score,information_magnitude_score,uncertainty_score,novelty_hint_score,reasoning_confidence,time_horizon,event_type,relevance_to_ticker,summary,reason,provider,requested_model,response_model,request_id,prompt_sha256,input_sha256,extracted_at_utc,status,error
36a295b61ff809bc6247d308e643c8dda63858b37300807764cbda30b1f2fd39,f4ee8319a21ca7d7dbecb6c1e9df1cab241d408b2960d39efeef999519f90946,SSI,2022-02-15,chung khoan ssi se nhan khoan vay 10 000 ty dong tu mot ngan hang lon 1044854.html,https://kinhtechungkhoan.vn/chung-khoan-ssi-se-nhan-khoan-vay-10-000-ty-dong-tu-mot-ngan-hang-lon-1044854.html,True,neutral,0.3,3.0,4.0,3.0,3.0,3.0,unclear,other,direct,SSI sẽ nhận khoản vay 10.000 tỷ đồng từ một ngân hàng lớn.,,deepseek,deepseek-chat,deepseek-v4-flash,d5324570-086d-4c4e-96f8-feceb3d332c6,cca1fd9ed0ad424640d9d15750305c41c553e8affdd118ea35030b36310a1208,5b82e434ab9a621af5d4303751f5647c70130c91dbb3e5b450727295ecdae839,2026-07-07T16:03:33+00:00,ok,
ad61281e6d773dd1e2c9b2bb250685e683da5d951b2e77fbd4d68210d48cebe2,f3f76cab5a15d313b1d84c268808a417766a72e494df00b2870d4d8322f99674,HPG,2022-02-23,hoa phat hpg rot them 3 300 ty dong tang von cho cong ty bat dong san 1020327.html,https://kinhtechungkhoan.vn/hoa-phat-hpg-rot-them-3-300-ty-dong-tang-von-cho-cong-ty-bat-dong-san-1020327.html,True,neutral,0.3,3.0,4.0,3.0,3.0,3.0,unclear,capital,direct,Hòa Phát (HPG) rót thêm 3.300 tỷ đồng tăng vốn cho công ty bất động sản.,,deepseek,deepseek-chat,deepseek-v4-flash,30059262-ca6f-449f-9981-a37c17234119,51354602513460f6c99ead0098887a2ad4eb67dc3d0adb5cae12447e9a058ac3,341633792df181160499a582fdd60c82ce424d6b35c608bd648db0a2f3007989,2026-07-07T16:03:50+00:00,ok,
cb867b2d9428e6b78088aa6b10493c6ef8c9196a73756a655fde277e8649ca88,9792f40d49338fae28b4bd7e96526e0c70b8898354f54d2f8c4ebdfd6665178c,SSI,2022-02-23,SSI: Đã phát hành 10.000.000 cp ESOP,https://cafef.vn/du-lieu/SSI-1835747/ssi-da-phat-hanh-10000000-cp-esop.chn,True,neutral,0.2,3.0,3.0,3.0,3.0,3.0,unclear,capital,direct,SSI phát hành 10 triệu cổ phiếu ESOP cho người lao động.,,deepseek,deepseek-chat,deepseek-v4-flash,f692a709-c080-42f8-ac99-e3b9689178f3,0eb6ccae19670a0433b5559f95b478d05f86adde9e118b8f7a9b6cf5ad94d213,80c330617383b3c2cfef6e8b743c8b2c8b8d51af0ec9ba95a22d2a77a9dee1e2,2026-07-07T16:03:52+00:00,ok,
fc9be744a2d4edc0e10ca2895be5066cbf2cfe14da4fc07d878ffdaf33c3b051,8979fd43e9273941e680dfdf562176e6c5eebc8507c355d17362198d8aa0f868,VCB,2022-03-21,du no xau tang 17 vietcombank chuan bi hop co dong ban chuyen tang von 1051460.html,https://kinhtechungkhoan.vn/du-no-xau-tang-17-vietcombank-chuan-bi-hop-co-dong-ban-chuyen-tang-von-1051460.html,True,neutral,-0.3,3.0,4.0,3.0,3.0,3.0,unclear,other,direct,"Nợ xấu của Vietcombank tăng 17%, ngân hàng chuẩn bị họp cổ đông để bàn chuyện tăng vốn.",,deepseek,deepseek-chat,deepseek-v4-flash,d46e60cb-bb5d-45d6-a607-00e77752f7df,18991489ef2507be733cbe15839e9bd98dced0ab233bf54ff11534ddcc137447,3e8347fc71d89d641d970d25f7c75e9515be814036e3948d97c2ba778136971a,2026-07-07T16:04:33+00:00,ok,
9854f72230c8e1aa6b8a02d9ef087a8b50780f706303d074d34a0ba31d4ad041,51a368cae34ac178c937f67837f139288ff9d1fd02ddccd347a3d0bde1d1bf3f,SSI,2022-03-26,ssi tang truong loi nhuan ngan hang trong quy i 2022 co su phan hoa lon 1051434.html,https://kinhtechungkhoan.vn/ssi-tang-truong-loi-nhuan-ngan-hang-trong-quy-i-2022-co-su-phan-hoa-lon-1051434.html,False,neutral,0.0,3.0,1.0,3.0,3.0,3.0,unclear,other,irrelevant,"Bài báo có tiêu đề và excerpt lặp lại nội dung 'ssi tang truong loi nhuan ngan hang trong quy i 2022 co su phan hoa lon', nhưng không có nội dung rõ ràng. Có thể bài báo nói về tăng trưởng lợi nhuận ngân hàng quý I/2022 có sự phân hóa lớn, ",,deepseek,deepseek-chat,deepseek-v4-flash,7bf6ef7c-b7b9-44b1-b4bb-c5d88e5f7e9a,b99505ea6be2f6d91ed75ace582b91944f5592795e8755e01f60efa4897dbf62,d5ecb336907364cc21c4509ba9de9631049f53ce0e5dc3114214170c0dc46315,2026-07-07T16:04:39+00:00,ok,
011fae6aa896b0341d2366cd63dc6148684a93ab21519b05b323ba915341595f,ae3c431437d2d4c55d2f72b23c3294ab3c3c5da15649fd2ae064fa6af1cc0605,HPG,2022-04-06,"Thép xây dựng Hòa Phát vượt 500.000 tấn trong tháng 3, cao nhất từ trước đến nay",https://cafef.vn/thep-xay-dung-hoa-phat-vuot-500000-tan-trong-thang-3-cao-nhat-tu-truoc-den-nay-20220406101337579.chn,True,neutral,0.8,3.0,4.0,3.0,3.0,3.0,unclear,other,direct,"Sản lượng thép xây dựng Hòa Phát tháng 3/2022 đạt 511.000 tấn, cao nhất lịch sử; quý I/2022 tổng sản lượng bán hàng đạt 2,17 triệu tấn, tăng 12% so với cùng kỳ.",,deepseek,deepseek-chat,deepseek-v4-flash,e0d51ad8-edd6-4451-9309-87d7d8b1c764,29a35366b5cc1ab3e7a67467bd0d503e078093a888141881e1a37867a5e8ed68,1dbe81eae6356eacebd80beb4f25400f9c4a6c85ea2feb592b833a327f6ac23b,2026-07-07T23:16:12+00:00,ok,
39a92f9c13a990184446e108bd7d8c93965f754ad678c16d78188b9b028b3f75,e8bfeeb29c4461c0c9c7bb890fb197ca824415f8aed9cc100e7c55df4f472320,VCB,2022-04-13,vietcombank phan dau dat loi nhuan hon 30 nghin ty dong 1051335.html,https://kinhtechungkhoan.vn/vietcombank-phan-dau-dat-loi-nhuan-hon-30-nghin-ty-dong-1051335.html,True,neutral,0.5,3.0,4.0,3.0,3.0,3.0,unclear,other,direct,Vietcombank đặt mục tiêu lợi nhuận hơn 30 nghìn tỷ đồng.,,deepseek,deepseek-chat,deepseek-v4-flash,29552a12-34e8-46c8-ae85-ee02c5791cb0,8e10b7abe56277a34419362578ad9be413895262c3c69f4206e1c2711c7ea55d,38d59bdaea1d244311d018b4c43dff9ccef287a0fac015378775cdaa86551f77,2026-07-07T16:05:40+00:00,ok,
838a61cfc6faf57fccd80a88615a39bdd519d7c93adfadf5736971281461673d,0ec7163126ae04e106dd31c226df31d893f0fbaf779ce8406f108ef6f39de555,SSI,2022-04-14,ssi dat muc tieu doanh thu vuot 10 000 ty dong nam 2022 1074208.html,https://kinhtechungkhoan.vn/ssi-dat-muc-tieu-doanh-thu-vuot-10-000-ty-dong-nam-2022-1074208.html,True,neutral,0.5,3.0,4.0,3.0,3.0,3.0,unclear,other,direct,SSI đặt mục tiêu doanh thu vượt 10.000 tỷ đồng năm 2022.,,deepseek,deepseek-chat,deepseek-v4-flash,7073e733-4d40-4085-9c9a-f2e1a292ddec,1042b8e9604c38c31491012e380ac727fd468898a567b9c6940c3d96ec2dcc65,9131b229c8f344ecfd5bd32072d6c61315f3271e13b7d87f8401ae1e10c9b85d,2026-07-07T16:05:42+00:00,ok,
17caf820a8bbcb447fcbca67137409dbe2e9c9c3590f20ca09b4776a578403c6,31ee182fca6ef1c3a25a8b9817890b98e75c600461bee90dba511349a0b05b23,SSI,2022-04-15,ssi research cong bo uoc loi nhuan quy i cua 25 doanh nghiep 1074202.html,https://kinhtechungkhoan.vn/ssi-research-cong-bo-uoc-loi-nhuan-quy-i-cua-25-doanh-nghiep-1074202.html,False,neutral,0.0,3.0,1.0,3.0,3.0,3.0,unclear,other,irrelevant,,,deepseek,deepseek-chat,deepseek-v4-flash,b1238a03-ab27-4651-8000-8de30060f633,eccae58f8efa54e4476d4b807d4dc7d80e5bc2a84517549e9ec0f978ba7728a4,902b2bec17ebd4d15125184d4e074456100c7d2b8c54e61538fae1bd7d02fe63,2026-07-07T16:05:48+00:00,ok,
8fb4c92fa07840708d7bca99556c79d27474e3331c0c45ee4be73266e7d25283,4974723d8b82739dac99d4e4aea40e43c562b7ba59eca7dc57c9d3b110e5b1fa,VCB,2022-04-15,acbs loi nhuan vietcombank vcb vuot 36 700 ty dong trong nam 2022 1051312.html,https://kinhtechungkhoan.vn/acbs-loi-nhuan-vietcombank-vcb-vuot-36-700-ty-dong-trong-nam-2022-1051312.html,True,neutral,1.0,3.0,5.0,3.0,3.0,3.0,unclear,other,direct,Lợi nhuận Vietcombank (VCB) vượt 36.700 tỷ đồng trong năm 2022.,,deepseek,deepseek-chat,deepseek-v4-flash,712c834d-1bff-4edf-a841-68344cd96c27,378245af2659f8e26d09368ebcd0dd5521349f0a5bf44cd570eed52db7f3226d,a7c1e62e517424de5dafec7c83a22b9c8fc80a663ced31fceaf445d05b66a4f6,2026-07-07T23:16:14+00:00,ok,
39551f6055ea5105cc18ef09d741d34fd65cdd56b5a4bf1c6115773b051559ff,0ac9341954c251dd04b18b7b8980ac3ef095f4d63fe040c9d37cf9dc5c011fac,SSI,2022-04-18,chung khoan ssi trien khai chao ban gan 500 trieu co phieu nham tang von dieu le 1019708.html,https://kinhtechungkhoan.vn/chung-khoan-ssi-trien-khai-chao-ban-gan-500-trieu-co-phieu-nham-tang-von-dieu-le-1019708.html,True,neutral,0.2,3.0,4.0,3.0,3.0,3.0,unclear,other,direct,SSI triển khai chào bán gần 500 triệu cổ phiếu nhằm tăng vốn điều lệ.,,deepseek,deepseek-chat,deepseek-v4-flash,fbf422ce-309e-4fee-bf08-208fdd810483,3a85703ef33f48f172530535926b1173f86aad36852c3418b02379bf3ccc8dd8,8e62a3e10308cd2286158e114f744d57865a6793ddf3c5b800c2f95a42225a82,2026-07-07T23:16:17+00:00,ok,
c5aeb5834f5583b0c0e56fb2630419b3f52be3ef65f164aab31067cf58ad2ea5,9f72c4edcc3d4407f7dbae2ebab458d5b6ffec171f32917f66af77c26d92bc59,SSI,2022-04-20,"Chứng khoán SSI tăng 67% LNTT trong quý 1/2022, đạt 883 tỷ đồng",https://cafef.vn/chung-khoan-ssi-tang-67-lntt-trong-quy-12022-dat-883-ty-dong-20220420144539519.chn,True,neutral,0.8,3.0,4.0,3.0,3.0,3.0,unclear,earnings,direct,,,deepseek,deepseek-chat,deepseek-v4-flash,40b9b323-15a2-48c9-b52e-88720dad169c,c4ba2991de5434a00f7cd3ffb04adc2a2c83216fd2e67659bf75fb7d40fac740,d9f49aac564377d24b89433f58cf01f6abf46902f8242b260f19bb6190b84c2c,2026-07-07T23:16:19+00:00,ok,
48f3709eef77c86acf2da22eee5618a395ee3f7d2adf9c08cb0d4b86fa54b5a1,8597c617592761ec4e2c8bafe3b381da9aecd3dd75cf10336605561b3802deb6,VCB,2022-04-22,chu tich vietcombank trai phieu doanh nghiep la thi truong tiem nang va con nhieu du dia de phat trien 1035068.html,https://kinhtechungkhoan.vn/chu-tich-vietcombank-trai-phieu-doanh-nghiep-la-thi-truong-tiem-nang-va-con-nhieu-du-dia-de-phat-trien-1035068.html,True,neutral,0.5,3.0,3.0,3.0,3.0,3.0,unclear,other,direct,Chủ tịch Vietcombank nhận định thị trường trái phiếu doanh nghiệp là tiềm năng và còn nhiều dư địa phát triển.,,deepseek,deepseek-chat,deepseek-v4-flash,63683047-6d1d-4fdf-b0cc-e6f6051da2e3,f03165ce26b11f4528ec226c2a9c919ea491fd87971f9b6d41761b91dd973ed0,89634c310ceafffd3ea687b6970e3dd8b251eb9869473e5d59b6eb7ffd75fb2a,2026-07-07T23:16:21+00:00,ok,
2e13eac687fce0c29c63a17a3b3ee0f0728330b2d2836b379c60752d8653e9e5,a4b3b4523585da75c449768cdcc896959b19ce7811f434801d8c29f27af41ca9,VCB,2022-04-27,VCB: HĐQT phê duyệt tăng vốn điều lệ cho VCBS,https://cafef.vn/du-lieu/VCB-476732/vcb-hdqt-phe-duyet-tang-von-dieu-le-cho-vcbs.chn,True,neutral,0.3,3.0,4.0,3.0,3.0,3.0,unclear,other,direct,"HĐQT VCB phê duyệt tăng vốn điều lệ cho công ty con VCBS, thể hiện sự mở rộng hoạt động kinh doanh.",,deepseek,deepseek-chat,deepseek-v4-flash,45885543-0bb3-4356-8a3b-7999b5c36e9c,483d928ddd7c4d39bb38527f054a6cbdc83421ef4e8ed50f33512d26d317843e,4c58dfe80fb13ad7417f391c6a788f23edefed8aeeaba409d226b5b148fb0843,2026-07-07T16:06:21+00:00,ok,
452e1fcd7df0a325ceeaad6b97788e853fb60504ede65d70596704fff1cfd7ce,a69c73c794f42a3bae16b586f6e6f4fdfb7bb5595e212e49cb0c0b902428aedb,HPG,2022-04-29,hoa phat hpg du kien chi 2 236 ty dong tra co tuc 2021 1034479.html,https://kinhtechungkhoan.vn/hoa-phat-hpg-du-kien-chi-2-236-ty-dong-tra-co-tuc-2021-1034479.html,True,neutral,0.3,3.0,4.0,3.0,3.0,3.0,unclear,other,direct,Hòa Phát (HPG) dự kiến chi 2.236 tỷ đồng trả cổ tức năm 2021.,,deepseek,deepseek-chat,deepseek-v4-flash,3bfc28af-fe39-4bda-8cdc-18b910c4bd77,487070e76b3577cf6c3c5c402ed6dbe18d0856dc1ec139f6674508cdde283f28,1e65931017955ed84cb9b587ef240a6c5d695e039541f48096464ec4c8bede23,2026-07-07T16:06:29+00:00,ok,
666ac2e281e442423ed8792f39bf9aa2cf5a1c1844bf912d0d4eec9bb86e2e36,7c4e9e54e9abb47980546c01b8bb0425b3d12af10df172d5f60f89bf087857c3,HPG,2022-04-29,hoa phat hpg du kien tra co tuc 35 de ra nhieu tham vong trong nam 2022 1335793.html,https://kinhtechungkhoan.vn/hoa-phat-hpg-du-kien-tra-co-tuc-35-de-ra-nhieu-tham-vong-trong-nam-2022-1335793.html,True,neutral,0.3,3.0,4.0,3.0,3.0,3.0,unclear,other,direct,Hòa Phát (HPG) dự kiến trả cổ tức 35% và đặt ra nhiều tham vọng trong năm 2022.,,deepseek,deepseek-chat,deepseek-v4-flash,45c6b4dc-9bc1-4ab2-aeec-2b08b3b56ef0,6c11d0aa2b999205ad46601dbb5354ba7fb6c618b41f86c5444ca746e4f3b350,152feeb45052375119dea3abc56ffc4d596b8d469cec89a8d30a608de26e73e7,2026-07-07T23:16:24+00:00,ok,
3b1edd773d6ebfa83a2a20e49cd0fb3fe8d5253faeb5cf6d88550b9185619d11,985ed5bb61c49934168a7a765cb5d8e0c01204bb3fff794556fdce9d2f7d5434,VCB,2022-04-29,dhdcd vietcombank 2022 lai quy i gan 10 000 ty dong thu hoi duoc 3 000 ty no xau tu ngan hang xay dung 1051236.html,https://kinhtechungkhoan.vn/dhdcd-vietcombank-2022-lai-quy-i-gan-10-000-ty-dong-thu-hoi-duoc-3-000-ty-no-xau-tu-ngan-hang-xay-dung-1051236.html,True,neutral,0.8,3.0,5.0,3.0,3.0,3.0,unclear,other,direct,Vietcombank báo lãi quý I gần 10.000 tỷ đồng và thu hồi được 3.000 tỷ nợ xấu từ Ngân hàng Xây dựng.,,deepseek,deepseek-chat,deepseek-v4-flash,1e99f681-269a-497d-8fa9-4b7179758729,f754a8de8d5dde8faecc826c4f5e0161d2c2df48cc69b2a6932b5bc78950f332,08614a64e86abe74bdec5ea8396a20c679f4e352b4dae5401ccce8404b55da28,2026-07-07T16:06:32+00:00,ok,
0931a66af237a6de8a2213133bb18aee22dcf8f198a71ee0e48c742fdd6ca161,a76c13ca079dfb4b20a7ada7e664c796a545c076d4bab4b9a0bcd6692e9d6bb6,HPG,2022-05-02,"Hoà Phát trả cổ tức 2021 tỷ lệ 35%, năm 2022 đặt kế hoạch doanh thu 160.000 tỷ, lợi nhuận giảm",https://cafef.vn/hoa-phat-tra-co-tuc-2021-ty-le-35-nam-2022-dat-ke-hoach-doanh-thu-160000-ty-loi-nhuan-giam-20220502083340134.chn,True,neutral,-0.2,3.0,4.0,3.0,3.0,3.0,unclear,other,direct,"HPG công bố kế hoạch kinh doanh 2022 với doanh thu 160.000 tỷ đồng (tăng 6%) và lợi nhuận sau thuế 25.000-30.000 tỷ đồng (giảm 14-28% so với 2021). Đề xuất cổ tức 2021 tỷ lệ 35% (5% tiền mặt, 30% cổ phiếu) và cổ tức 2022 dự kiến 25%. EPS dự",,deepseek,deepseek-chat,deepseek-v4-flash,f0d7830b-1399-410d-90b9-88ce40089562,7792fef9b40f87388be3c91fefe8a0f5688e1607b982476c0b5b9fa3f8a2b229,89ec8b16b2e16f3d7fd8e0f1fadcf666f4cadf467538715f0fbef0f03b202fd5,2026-07-07T23:32:53+00:00,ok,
