decision_id,news_id,ticker,decision_date,event_date,trigger_type,action,reason,source,title,url,event_type,risk_flags,match_confidence,article_summary,content_hash
2025Q1_BSI_05,79ac88005cb34dab,BSI,2025-03-31,2025-06-20,news,Watch,"event type: capital, dividend",cafef,BSI: Đã phát hành 22.305.242 cổ phiếu để trả cổ tức,https://cafef.vn/du-lieu/BSI-2226242/bsi-da-phat-hanh-22305242-co-phieu-de-tra-co-tuc.chn,"capital,dividend",,partial,Công ty Cổ phần Chứng khoán BIDV báo cáo kết quả đợt phát hành cổ phiếu để trả cổ tức BSI: Đã phát hành 22.305.242 cổ phiếu để trả cổ tức Công ty Cổ phần Chứng khoán BIDV báo cáo kết quả đợt phát hành cổ phiếu để trả cổ tức,6358c1e108a0aadedc1f256ea6e7521532e86eb1689c4a6325ff690f77f16213
2025Q1_BSI_05,fd07fa77ab246a86,BSI,2025-03-31,2025-06-26,news,Watch,"event type: capital, dividend",cafef,BSI: Thông báo công văn của UBCKNN về báo cáo kết quả phát hành cổ phiếu để trả cổ tức của BSI,https://cafef.vn/du-lieu/BSI-2231590/bsi-thong-bao-cong-van-cua-ubcknn-ve-bao-cao-ket-qua-phat-hanh-co-phieu-de-tra-co-tuc-cua-bsi.chn,"capital,dividend",,partial,Công ty Cổ phần Chứng khoán BIDV thông báo công văn của UBCKNN về báo cáo kết quả phát hành cổ phiếu để trả cổ tức của BSI BSI: Thông báo công văn của UBCKNN về báo cáo kết quả phát hành cổ phiếu để trả cổ tức của BSI Công ty Cổ phần Chứng khoán BIDV thông báo công văn của UBCKNN về báo cáo kết quả phát hành cổ phiếu để trả cổ tức của BSI,2db1a0957306ed73039185eb3d07e819da092888dcd666b4b5b377aa1dde07b7
2025Q1_BSI_05,48049b3938f870f2,BSI,2025-03-31,2025-06-30,news,Review Required,"risk flags: audit_issue, debt_risk, governance",kinhtechungkhoan,bsc du bao etf quy iii dgc thay bvh fpt mwg duoc gom 1387996.html,https://kinhtechungkhoan.vn/bsc-du-bao-etf-quy-iii-dgc-thay-bvh-fpt-mwg-duoc-gom-1387996.html,"debt_risk,governance,market","audit_issue,debt_risk,governance",exact,"Kỳ cơ cấu danh mục quý III/2025 của các quỹ ETF theo chỉ số VN30 và VNFINLead đang thu hút sự quan tâm của nhà đầu tư, với một số cổ phiếu dự kiến được mua vào hoặc bị bán ra mạnh. Theo cập nhật từ BSC Research, kỳ cơ cấu danh mục quý III/2025 của các chỉ số VN30 và VNFINLead sẽ chính thức được Sở Giao dịch Chứng khoán TP. HCM công bố vào ngày 16/7 và 21/7 tới.",c4fa09f33373b301425a5f24e2b55b30ba120bc54f2702db2d71bcbfdd83a1d2
2025Q1_BSI_05,2bcef84d543d037e,BSI,2025-03-31,2025-07-08,news,Watch,event type: capital,cafef,BSI: Nghị quyết HĐQT về việc tăng vốn điều lệ và sửa đổi điều lệ,https://cafef.vn/du-lieu/BSI-2241094/bsi-nghi-quyet-hdqt-ve-viec-tang-von-dieu-le-va-sua-doi-dieu-le.chn,capital,,partial,Công ty Cổ phần Chứng khoán BIDV công bố Nghị quyết HĐQT về việc tăng vốn điều lệ và sửa đổi điều lệ BSI: Nghị quyết HĐQT về việc tăng vốn điều lệ và sửa đổi điều lệ Công ty Cổ phần Chứng khoán BIDV công bố Nghị quyết HĐQT về việc tăng vốn điều lệ và sửa đổi điều lệ,e0c3339f50a33a73e0b1ec81e5ca7339e9e8a65f84cdcb8317e8d182345fe6dd
2025Q1_BSI_05,8e2215eb3c8dad34,BSI,2025-03-31,2025-07-08,news,Review Required,"risk flags: audit_issue, capital_dilution, debt_risk, earnings_warning, governance, legal_risk",vietstock,BSI: Nghị quyết HĐQT về việc tăng vốn điều lệ và sửa đổi điều lệ,https://vietstock.vn/2025/07/bsi-nghi-quyet-hdqt-ve-viec-tang-von-dieu-le-va-sua-doi-dieu-le-737-1326026.htm,"capital,debt_risk,dividend,earnings,governance,legal_risk,market","audit_issue,capital_dilution,debt_risk,earnings_warning,governance,legal_risk",exact,Vietstock - Trang thông tin điện tử tổng hợp CHỨNG KHOÁN Cổ phiếu Giao dịch nội bộ Niêm yết ETF và các quỹ Chứng khoán phái sinh Chứng quyền Ý kiến chuyên gia Câu chuyện đầu tư Chính sách Trái phiếu DOANH NGHIỆP Hoạt động kinh doanh Cổ tức Tăng vốn - M&A IPO - Cổ phần hóa Nhân vật Trái phiếu doanh nghiệp BẤT ĐỘNG SẢN Thị trường nhà đất Quy hoạch - Hạ tầng Dự án Bảo hiểm và thuế nhà đất TÀI CHÍNH Ngân hàng Bảo hiểm Thuế và Ngân sách Tài sản số HÀNG HÓA Vàng và kim loại quý Nhiên liệu Kim loại Nông sản thực phẩm KINH TẾ Vĩ mô Kinh tế - Đầu tư THẾ GIỚI Chứng khoán thế giới Tiền kỹ thuật số Tài chính quốc tế Kinh tế - Đầu tư TÀI CHÍNH CÁ NHÂN Làm chủ đồng tiền Đầu tư – Kinh doanh nhỏ Doanh nhân và khởi nghiệp Chơi sang Xe - Công nghệ Tiêu dùng và lối sống Vì cộng đồng PHÂN TÍCH Nhận định thị trường Phân tích cơ bản Phân tích kỹ thuật ĐÔNG DƯƠNG Vĩ mô Tài chính - Ngân hàng Thị trường chứng khoán Kinh tế - Đầu tư CHỦ ĐỀ NÓNG Quan hệ Nhà đầu tư (IR) ĐHĐCĐ thường niên 2026 Nâng hạng thị trường Trump 2.0 Trung tâm tài chính Các kênh đầu tư DỮ LIỆU NGÀNH Tổng quan ngành Ngành chi tiết DỮ LIỆU DOANH NGHIỆP Doanh nghiệp A-Z Lịch sự kiện Cập nhật lãi lỗ Giao dịch nội bộ Tài liệu cổ đông Niên gi,80ecb118ec833ff901ad20abd9fda30494dad67bf5ac2c5fa5ddbf658526d488
2025Q1_BSI_05,a1d6135802228f2c,BSI,2025-03-31,2025-07-08,news,Review Required,"risk flags: audit_issue, capital_dilution, debt_risk, earnings_warning, governance, legal_risk",vietstock,BSI: Quyết định của HĐQT về việc phê duyệt hạn mức tín dụng tại ACB,https://vietstock.vn/2025/07/bsi-quyet-dinh-cua-hdqt-ve-viec-phe-duyet-han-muc-tin-dung-tai-acb-830-1326432.htm,"capital,debt_risk,dividend,earnings,governance,legal_risk,market","audit_issue,capital_dilution,debt_risk,earnings_warning,governance,legal_risk",exact,Vietstock - Trang thông tin điện tử tổng hợp CHỨNG KHOÁN Cổ phiếu Giao dịch nội bộ Niêm yết ETF và các quỹ Chứng khoán phái sinh Chứng quyền Ý kiến chuyên gia Câu chuyện đầu tư Chính sách Trái phiếu DOANH NGHIỆP Hoạt động kinh doanh Cổ tức Tăng vốn - M&A IPO - Cổ phần hóa Nhân vật Trái phiếu doanh nghiệp BẤT ĐỘNG SẢN Thị trường nhà đất Quy hoạch - Hạ tầng Dự án Bảo hiểm và thuế nhà đất TÀI CHÍNH Ngân hàng Bảo hiểm Thuế và Ngân sách Tài sản số HÀNG HÓA Vàng và kim loại quý Nhiên liệu Kim loại Nông sản thực phẩm KINH TẾ Vĩ mô Kinh tế - Đầu tư THẾ GIỚI Chứng khoán thế giới Tiền kỹ thuật số Tài chính quốc tế Kinh tế - Đầu tư TÀI CHÍNH CÁ NHÂN Làm chủ đồng tiền Đầu tư – Kinh doanh nhỏ Doanh nhân và khởi nghiệp Chơi sang Xe - Công nghệ Tiêu dùng và lối sống Vì cộng đồng PHÂN TÍCH Nhận định thị trường Phân tích cơ bản Phân tích kỹ thuật ĐÔNG DƯƠNG Vĩ mô Tài chính - Ngân hàng Thị trường chứng khoán Kinh tế - Đầu tư CHỦ ĐỀ NÓNG Quan hệ Nhà đầu tư (IR) ĐHĐCĐ thường niên 2026 Nâng hạng thị trường Trump 2.0 Trung tâm tài chính Các kênh đầu tư DỮ LIỆU NGÀNH Tổng quan ngành Ngành chi tiết DỮ LIỆU DOANH NGHIỆP Doanh nghiệp A-Z Lịch sự kiện Cập nhật lãi lỗ Giao dịch nội bộ Tài liệu cổ đông Niên gi,7acd439ef30807b9639e20ce262b038e8b9150089d66241958e1a356f5b37f6d
2025Q1_BSI_05,ebaf540cc4db6966,BSI,2025-03-31,2025-07-08,news,Watch,weak ticker matching confidence,cafef,BSI: Quyết định của HĐQT về việc phê duyệt hạn mức tín dụng tại Agribank,https://cafef.vn/du-lieu/BSI-2241093/bsi-quyet-dinh-cua-hdqt-ve-viec-phe-duyet-han-muc-tin-dung-tai-agribank.chn,general_news,,partial,Công ty Cổ phần Chứng khoán BIDV công bố quyết định của HĐQT về việc phê duyệt hạn mức tín dụng tại Agribank BSI: Quyết định của HĐQT về việc phê duyệt hạn mức tín dụng tại Agribank Công ty Cổ phần Chứng khoán BIDV công bố quyết định của HĐQT về việc phê duyệt hạn mức tín dụng tại Agribank,2e70674cc5b33284bd6f72ad733d19b80d92a2c32294380a1e98c2b5e1bc8d5c
2025Q1_BSI_05,98dc8f863cc5344a,BSI,2025-03-31,2025-07-08,news,Review Required,"risk flags: audit_issue, capital_dilution, debt_risk, earnings_warning, governance, legal_risk",vietstock,BSI: Quyết định của HĐQT về việc phê duyệt hạn mức tín dụng tại Agribank,https://vietstock.vn/2025/07/bsi-quyet-dinh-cua-hdqt-ve-viec-phe-duyet-han-muc-tin-dung-tai-agribank-830-1326027.htm,"capital,debt_risk,dividend,earnings,governance,legal_risk,market","audit_issue,capital_dilution,debt_risk,earnings_warning,governance,legal_risk",exact,Vietstock - Trang thông tin điện tử tổng hợp CHỨNG KHOÁN Cổ phiếu Giao dịch nội bộ Niêm yết ETF và các quỹ Chứng khoán phái sinh Chứng quyền Ý kiến chuyên gia Câu chuyện đầu tư Chính sách Trái phiếu DOANH NGHIỆP Hoạt động kinh doanh Cổ tức Tăng vốn - M&A IPO - Cổ phần hóa Nhân vật Trái phiếu doanh nghiệp BẤT ĐỘNG SẢN Thị trường nhà đất Quy hoạch - Hạ tầng Dự án Bảo hiểm và thuế nhà đất TÀI CHÍNH Ngân hàng Bảo hiểm Thuế và Ngân sách Tài sản số HÀNG HÓA Vàng và kim loại quý Nhiên liệu Kim loại Nông sản thực phẩm KINH TẾ Vĩ mô Kinh tế - Đầu tư THẾ GIỚI Chứng khoán thế giới Tiền kỹ thuật số Tài chính quốc tế Kinh tế - Đầu tư TÀI CHÍNH CÁ NHÂN Làm chủ đồng tiền Đầu tư – Kinh doanh nhỏ Doanh nhân và khởi nghiệp Chơi sang Xe - Công nghệ Tiêu dùng và lối sống Vì cộng đồng PHÂN TÍCH Nhận định thị trường Phân tích cơ bản Phân tích kỹ thuật ĐÔNG DƯƠNG Vĩ mô Tài chính - Ngân hàng Thị trường chứng khoán Kinh tế - Đầu tư CHỦ ĐỀ NÓNG Quan hệ Nhà đầu tư (IR) ĐHĐCĐ thường niên 2026 Nâng hạng thị trường Trump 2.0 Trung tâm tài chính Các kênh đầu tư DỮ LIỆU NGÀNH Tổng quan ngành Ngành chi tiết DỮ LIỆU DOANH NGHIỆP Doanh nghiệp A-Z Lịch sự kiện Cập nhật lãi lỗ Giao dịch nội bộ Tài liệu cổ đông Niên gi,c8197310df089b586b3b1b9f0c7d635a1364ecbd34aa7b523fc5e66f9385694f
2025Q1_BSI_05,3f8eddc106e85c6c,BSI,2025-03-31,2025-07-09,news,Watch,weak ticker matching confidence,cafef,BSI: Công văn của VSDC về việc chứng nhận điều chỉnh thông tin số lượng cổ phiếu đăng ký,https://cafef.vn/du-lieu/BSI-2244300/bsi-cong-van-cua-vsdc-ve-viec-chung-nhan-dieu-chinh-thong-tin-so-luong-co-phieu-dang-ky.chn,general_news,,partial,Công ty Cổ phần Chứng khoán BIDV công bố công văn của VSDC về việc chứng nhận điều chỉnh thông tin số lượng cổ phiếu đăng ký BSI: Công văn của VSDC về việc chứng nhận điều chỉnh thông tin số lượng cổ phiếu đăng ký Công ty Cổ phần Chứng khoán BIDV công bố công văn của VSDC về việc chứng nhận điều chỉnh thông tin số lượng cổ phiếu đăng ký,6c406dd577bdbcbd0c19dc62a5c6389ccbfb8f5b0a9fe2663c809fa64bfe64d8
2025Q1_BSI_05,22bffa66bbc808c8,BSI,2025-03-31,2025-07-09,news,Review Required,"risk flags: audit_issue, capital_dilution, debt_risk, earnings_warning, governance, legal_risk",vietstock,BSI: Công văn của VSDC về việc chứng nhận điều chỉnh thông tin số lượng cổ phiếu đăng ký,https://vietstock.vn/2025/07/bsi-cong-van-cua-vsdc-ve-viec-chung-nhan-dieu-chinh-thong-tin-so-luong-co-phieu-dang-ky-830-1326589.htm,"capital,debt_risk,dividend,earnings,governance,legal_risk,market","audit_issue,capital_dilution,debt_risk,earnings_warning,governance,legal_risk",exact,Vietstock - Trang thông tin điện tử tổng hợp CHỨNG KHOÁN Cổ phiếu Giao dịch nội bộ Niêm yết ETF và các quỹ Chứng khoán phái sinh Chứng quyền Ý kiến chuyên gia Câu chuyện đầu tư Chính sách Trái phiếu DOANH NGHIỆP Hoạt động kinh doanh Cổ tức Tăng vốn - M&A IPO - Cổ phần hóa Nhân vật Trái phiếu doanh nghiệp BẤT ĐỘNG SẢN Thị trường nhà đất Quy hoạch - Hạ tầng Dự án Bảo hiểm và thuế nhà đất TÀI CHÍNH Ngân hàng Bảo hiểm Thuế và Ngân sách Tài sản số HÀNG HÓA Vàng và kim loại quý Nhiên liệu Kim loại Nông sản thực phẩm KINH TẾ Vĩ mô Kinh tế - Đầu tư THẾ GIỚI Chứng khoán thế giới Tiền kỹ thuật số Tài chính quốc tế Kinh tế - Đầu tư TÀI CHÍNH CÁ NHÂN Làm chủ đồng tiền Đầu tư – Kinh doanh nhỏ Doanh nhân và khởi nghiệp Chơi sang Xe - Công nghệ Tiêu dùng và lối sống Vì cộng đồng PHÂN TÍCH Nhận định thị trường Phân tích cơ bản Phân tích kỹ thuật ĐÔNG DƯƠNG Vĩ mô Tài chính - Ngân hàng Thị trường chứng khoán Kinh tế - Đầu tư CHỦ ĐỀ NÓNG Quan hệ Nhà đầu tư (IR) ĐHĐCĐ thường niên 2026 Nâng hạng thị trường Trump 2.0 Trung tâm tài chính Các kênh đầu tư DỮ LIỆU NGÀNH Tổng quan ngành Ngành chi tiết DỮ LIỆU DOANH NGHIỆP Doanh nghiệp A-Z Lịch sự kiện Cập nhật lãi lỗ Giao dịch nội bộ Tài liệu cổ đông Niên gi,5d9df5192bd6554b21f69e030c5fd38efdc908be3573a33a254d7b02ac7466ea
2025Q1_BSI_05,7185a2028fcb0dfd,BSI,2025-03-31,2025-07-09,news,Watch,weak ticker matching confidence,cafef,BSI: Quyết định của HĐQT về việc phê duyệt hạn mức tín dụng tại ACB,https://cafef.vn/du-lieu/BSI-2244204/bsi-quyet-dinh-cua-hdqt-ve-viec-phe-duyet-han-muc-tin-dung-tai-acb.chn,general_news,,partial,Công ty Cổ phần Chứng khoán BIDV thông báo Quyết định của HĐQT về việc phê duyệt hạn mức tín dụng tại ACB BSI: Quyết định của HĐQT về việc phê duyệt hạn mức tín dụng tại ACB Công ty Cổ phần Chứng khoán BIDV thông báo Quyết định của HĐQT về việc phê duyệt hạn mức tín dụng tại ACB,b6ce1f6e101a0be56b2b2c1dd68517048b488dc102010831af2cb39138075f40
2025Q1_BSI_05,ca71de6bea0a2621,BSI,2025-03-31,2025-07-09,news,Review Required,"risk flags: audit_issue, capital_dilution, debt_risk, earnings_warning, governance, legal_risk",vietstock,BSI: Quyết định của HĐQT về việc phê duyệt hạn mức tín dụng tại ACB,https://vietstock.vn/2025/07/bsi-quyet-dinh-cua-hdqt-ve-viec-phe-duyet-han-muc-tin-dung-tai-acb-830-1326432.htm,"capital,debt_risk,dividend,earnings,governance,legal_risk,market","audit_issue,capital_dilution,debt_risk,earnings_warning,governance,legal_risk",exact,Vietstock - Trang thông tin điện tử tổng hợp CHỨNG KHOÁN Cổ phiếu Giao dịch nội bộ Niêm yết ETF và các quỹ Chứng khoán phái sinh Chứng quyền Ý kiến chuyên gia Câu chuyện đầu tư Chính sách Trái phiếu DOANH NGHIỆP Hoạt động kinh doanh Cổ tức Tăng vốn - M&A IPO - Cổ phần hóa Nhân vật Trái phiếu doanh nghiệp BẤT ĐỘNG SẢN Thị trường nhà đất Quy hoạch - Hạ tầng Dự án Bảo hiểm và thuế nhà đất TÀI CHÍNH Ngân hàng Bảo hiểm Thuế và Ngân sách Tài sản số HÀNG HÓA Vàng và kim loại quý Nhiên liệu Kim loại Nông sản thực phẩm KINH TẾ Vĩ mô Kinh tế - Đầu tư THẾ GIỚI Chứng khoán thế giới Tiền kỹ thuật số Tài chính quốc tế Kinh tế - Đầu tư TÀI CHÍNH CÁ NHÂN Làm chủ đồng tiền Đầu tư – Kinh doanh nhỏ Doanh nhân và khởi nghiệp Chơi sang Xe - Công nghệ Tiêu dùng và lối sống Vì cộng đồng PHÂN TÍCH Nhận định thị trường Phân tích cơ bản Phân tích kỹ thuật ĐÔNG DƯƠNG Vĩ mô Tài chính - Ngân hàng Thị trường chứng khoán Kinh tế - Đầu tư CHỦ ĐỀ NÓNG Quan hệ Nhà đầu tư (IR) ĐHĐCĐ thường niên 2026 Nâng hạng thị trường Trump 2.0 Trung tâm tài chính Các kênh đầu tư DỮ LIỆU NGÀNH Tổng quan ngành Ngành chi tiết DỮ LIỆU DOANH NGHIỆP Doanh nghiệp A-Z Lịch sự kiện Cập nhật lãi lỗ Giao dịch nội bộ Tài liệu cổ đông Niên gi,7acd439ef30807b9639e20ce262b038e8b9150089d66241958e1a356f5b37f6d
