content_hash,ticker,date,title,url,sentiment,sentiment_score,materiality,materiality_score,risk_level,risk_score,event_type,relevance_to_ticker,confidence,rationale,provider,requested_model,response_model,request_id,prompt_sha256,input_sha256,annotated_at_utc,status,error
7feb308d25622a67f764857f37314aac511e128f3dbd7c58f9d9c2d249543e85,ABB,2026-04-10,ABB: Nghị quyết Hội đồng quản trị Phê duyệt Chủ trương ký kết Hợp đồng Hợp tác giới thiệu và cho vay đối với Khách hàng,https://cafef.vn/du-lieu/ABB-2663680/abb-nghi-quyet-hoi-dong-quan-tri-phe-duyet-chu-truong-ky-ket-hop-dong-hop-tac-gioi-thieu-va-cho-vay-doi-voi-khach-hang.chn,neutral,0.0,low,0.2,low,0.1,governance,direct,0.9,"Bài báo chỉ thông báo về một nghị quyết của Hội đồng quản trị phê duyệt chủ trương ký kết hợp đồng hợp tác. Đây là một hoạt động quản trị doanh nghiệp thông thường, không cung cấp thông tin cụ thể về tác động tài chính, do đó được đánh giá là trung tính với mức độ quan trọng và rủi ro thấp.",gemini,gemini-2.5-pro,gemini-2.5-pro,,f84864c552ec59b3190620777c0a2aca6ecf84ac97064516211855ca84e8f20e,eca05462eafe64933162f9bdd02118c752380b4e14a608a2671f4e3bfbb6c117,2026-07-07T06:11:41+00:00,ok,
fae77d77f6c9d694b8325aa34011ae8c4f7bf6ec2e8af504a1f37a28ca3114c0,ABB,2026-03-31,ABB: Nghị quyết Hội đồng quản trị Phê duyệt Phương án phát hành trái phiếu riêng lẻ lần 01 năm 2026,https://cafef.vn/du-lieu/ABB-2646867/abb-nghi-quyet-hoi-dong-quan-tri-phe-duyet-phuong-an-phat-hanh-trai-phieu-rieng-le-lan-01-nam-2026.chn,neutral,0.0,high,0.8,medium,0.6,capital,direct,0.95,"Bài báo đưa tin về việc HĐQT của ABB phê duyệt phương án phát hành trái phiếu riêng lẻ. Đây là một hoạt động huy động vốn thông thường, mang tính trung lập vì không có thông tin chi tiết về mục đích sử dụng vốn hay điều kiện phát hành. Sự kiện này có tác động lớn đến cấu trúc vốn và nợ của công ty (materiality: high) và làm tăng rủi ro tài chính ở mức độ trung bình do tăng nợ phải trả.",gemini,gemini-2.5-pro,gemini-2.5-pro,,2610f7ea6ff319836ea14acee653333c4801358aa9819bec6ffa1f46b83331c7,e102076a391540026370adc80152d520bc417d29d04a6ed7b5d6772cb6f67023,2026-07-07T06:11:54+00:00,ok,
536fd7e3a2341f49aa9afe93914de38ee85d2d9b8729bd18f41d89f384555ce7,ABB,2026-03-19,ABB: Nghị quyết Hội đồng quản trị Phê duyệt Tu chỉnh bảo lãnh cho khách hàng,https://cafef.vn/du-lieu/ABB-2423132/abb-nghi-quyet-hoi-dong-quan-tri-phe-duyet-tu-chinh-bao-lanh-cho-khach-hang.chn,neutral,0.0,low,0.2,low,0.2,operation,direct,0.9,"Bài báo chỉ đơn thuần thông báo về một Nghị quyết Hội đồng quản trị của ABB phê duyệt việc tu chỉnh bảo lãnh cho khách hàng. Đây là một hoạt động nghiệp vụ thông thường, không cung cấp chi tiết về quy mô hay tác động tài chính cụ thể, do đó được đánh giá là trung tính và có mức độ ảnh hưởng thấp.",gemini,gemini-2.5-pro,gemini-2.5-pro,,e6c770d4665b2fa90c6f031c24c4250edf77b27c4e002df9666552e281e63561,a82763ad4e33b2c14817dcf4bffe81de53e78393c65083ad8f9bdad279c5ef1b,2026-07-07T06:12:03+00:00,ok,
d05f2ff5fc68b1088429192ad8b8aa95c002b4b7e70f0fe4dd1169863ef25d68,ABB,2026-03-19,ABB: Nghị quyết Hội đồng quản trị Thoái toàn bộ vốn đầu tư tại Công ty TNHH Một thành viên Quản lý Nợ và Khai thác Tài sản - Ngân hàng,https://cafef.vn/du-lieu/ABB-2423131/abb-nghi-quyet-hoi-dong-quan-tri-thoai-toan-bo-von-dau-tu-tai-cong-ty-tnhh-mot-thanh-vien-quan-ly-no-va-khai-thac-tai-san-ngan-hang.chn,neutral,0.0,high,0.7,medium,0.5,capital,direct,0.9,"Bài báo chỉ đơn thuần là thông báo về Nghị quyết Hội đồng quản trị của ABB về việc thoái toàn bộ vốn đầu tư tại công ty con chuyên về quản lý nợ và khai thác tài sản. Đây là một thông tin về tái cấu trúc vốn quan trọng, có khả năng ảnh hưởng lớn đến hoạt động của ngân hàng, do đó mức độ quan trọng cao. Tuy nhiên, bài viết không cung cấp chi tiết về lý do, giá trị hay tác động tài chính của việc thoái vốn, do đó cảm tính là trung lập và có rủi ro ở mức trung bình do sự thay đổi trong chiến lược x",gemini,gemini-2.5-pro,gemini-2.5-pro,,e604bc0b4ede6fc9e34c58be915cecf36b6785b7e5d8edd2eda2d97f3cade26c,5bf1428ec501dd4fd17819d94386d133123427682c1152648e14d2b5d38c2ae8,2026-07-07T06:12:17+00:00,ok,
9860e8672d047e1f6dfff8d0ba916e401b824f73be0ea5fd0c12c2c922994be3,ABB,2026-03-11,ABB: Đã phát hành 51.751.800 cổ phiếu theo chương trình lựa chọn cho người lao động trong công ty,https://cafef.vn/du-lieu/ABB-2416308/abb-da-phat-hanh-51751800-co-phieu-theo-chuong-trinh-lua-chon-cho-nguoi-lao-dong-trong-cong-ty.chn,neutral,0.0,high,0.8,low,0.3,capital,direct,0.95,"Bài báo đưa tin về việc ABB đã phát hành thành công 51.751.800 cổ phiếu theo chương trình lựa chọn cho người lao động (ESOP). Đây là một sự kiện thay đổi cơ cấu vốn, mang tính chất trung lập vì nó là một hoạt động thường thấy của doanh nghiệp nhằm tạo động lực cho nhân viên nhưng cũng gây pha loãng cổ phiếu.",gemini,gemini-2.5-pro,gemini-2.5-pro,,770d4f7889cbe7bf902dfd1cd016d62a61f74ca71e920031c7374487c9162bc1,8ca729bcc2fe9efe8cdd8608de8b081df69c025f1f07716bc790e3f8e143ac84,2026-07-07T06:12:29+00:00,ok,
81bc0ac973b4febf2ee571cbf51ea9e30757726b9ad09ca813743a53d2170ccb,ABB,2026-03-11,ABB: Đính chính Thông tin trên Nghị quyết số 07,https://cafef.vn/du-lieu/ABB-2416312/abb-dinh-chinh-thong-tin-tren-nghi-quyet-so-07.chn,neutral,0.0,low,0.2,low,0.2,governance,direct,0.9,"Bài báo chỉ đơn thuần là một thông báo về việc đính chính thông tin trên Nghị quyết số 07 của ABB. Nội dung cụ thể của việc đính chính không được cung cấp, do đó không có cơ sở để đánh giá tác động tích cực hay tiêu cực. Đây là một thông tin mang tính thủ tục, hành chính.",gemini,gemini-2.5-pro,gemini-2.5-pro,,dd4ed8904c134294f733682fd90d4c663b739b2eab3ca69d313ab362a117b45c,f6e7ec812e9ff6eeb9e87fa1eac1636427a504baa97408ebddb155727b903886,2026-07-07T06:12:37+00:00,ok,
26d1507809e816beb39db9754bac457a15e1d961ca0d7146e343c894ff744c19,ABB,2026-03-11,ABB: Đính chính thông tin trên thông báo thay đổi số lượng cổ phiếu có quyền biểu quyết,https://cafef.vn/du-lieu/ABB-2416310/abb-dinh-chinh-thong-tin-tren-thong-bao-thay-doi-so-luong-co-phieu-co-quyen-bieu-quyet.chn,neutral,0.0,low,0.2,low,0.1,governance,direct,0.9,"Bài báo chỉ đưa tin về việc ABB đính chính thông tin trên thông báo thay đổi số lượng cổ phiếu có quyền biểu quyết. Đây là một thông báo mang tính thủ tục, hành chính và không cung cấp chi tiết về nội dung đính chính. Do đó, thông tin này được đánh giá là trung tính, có mức độ quan trọng và rủi ro thấp.",gemini,gemini-2.5-pro,gemini-2.5-pro,,f27da411db88e01fc52bcfbb5f795d2269bd072d7730e75655d0c2cb3da525fd,cec4f87ca2b721f5b04a8ddfa50b90dbb19ab28c8cb4fd4ae6fbe1aba1affdfe,2026-07-07T06:12:47+00:00,ok,
ddb4070b1a22065f331e99e39aa3f89a610952d8fd99b3cbc4e40c61841437ce,ABB,2026-03-05,ABB: Nghị quyết Hội đồng quản trị Thông qua kết quả phát hành cổ phiếu cho CBNV theo Chương trình ESOP,https://cafef.vn/du-lieu/ABB-2412444/abb-nghi-quyet-hoi-dong-quan-tri-thong-qua-ket-qua-phat-hanh-co-phieu-cho-cbnv-theo-chuong-trinh-esop.chn,neutral,0.2,low,0.2,low,0.1,capital,direct,0.95,"Bài báo chỉ đưa tin về việc Hội đồng quản trị của ABB thông qua kết quả phát hành cổ phiếu cho cán bộ nhân viên (ESOP). Đây là một sự kiện mang tính thủ tục, quản trị nội bộ và liên quan đến vốn chủ sở hữu, thường không có tác động trọng yếu đến hoạt động kinh doanh cốt lõi.",gemini,gemini-2.5-pro,gemini-2.5-pro,,d6a02c5a84b540493333440ccfb9fb4b849a675aae33ec85116ca00e1a3f5da2,c539f8951a0db3e03ca951c3f09c39807c4a73bd0f2f6326b2f0094034ff6daa,2026-07-07T06:12:57+00:00,ok,
3c79a0880aae649f45cb67a9fa67065e060b0bf0ac0cdbd9c0c5cc12ee6cfd27,ABB,2026-03-04,ABB: Nghị quyết Hội đồng quản trị Phê duyệt Cấp Thẻ tín dụng,https://cafef.vn/du-lieu/ABB-2412053/abb-nghi-quyet-hoi-dong-quan-tri-phe-duyet-cap-the-tin-dung.chn,neutral,0.0,low,0.2,low,0.2,operation,direct,0.9,"Bài báo chỉ thông báo về việc Hội đồng quản trị của ABB đã phê duyệt việc cấp thẻ tín dụng. Đây là một hoạt động kinh doanh thông thường của một ngân hàng, không mang thông tin có tác động đáng kể đến tình hình tài chính hoặc hoạt động của công ty.",gemini,gemini-2.5-pro,gemini-2.5-pro,,5cae06c6e1d15a18420436931c2d9b7aad33067ac92de8b89d804a7cd6fbee2e,4e7e341769012672b06f0bb04a06f0cd9d2aa3c89ab784e831e37f62bf01e4e8,2026-07-07T06:13:07+00:00,ok,
75ccd2d35ad7e955a57dbf5d97f57b1a5de4d847f048c08e415ec13ad923c900,UNKNOWN,2026-03-02,Hàng loạt ngân hàng ấn định lịch họp đại hội cổ đông năm 2026,https://cafef.vn/hang-loat-ngan-hang-an-dinh-lich-hop-dai-hoi-co-dong-nam-2026-188260302120449237.chn,,,,,,,,,,,,,,,08982dcb3c8840a413a137055c36cee58a39093eeb30b1ea947bd36b8969e367,5cd37e229f2ab64afb51e0ba38f78e22bfdc585b9871d2bb5e2762b2abab623f,2026-07-07T06:13:23+00:00,error,'list' object has no attribute 'get'
cac322d0721f73a5b0d90bf6662b4700636f257cc39218feb2312a449901b082,ABB,2026-02-11,ABB: ABBANK thay đổi Nhân diện thương hiệu mới,https://cafef.vn/du-lieu/ABB-2401727/abb-abbank-thay-doi-nhan-dien-thuong-hieu-moi.chn,neutral,0.0,low,0.2,low,0.1,operation,direct,0.9,"Bài báo chỉ thông báo về việc ABBANK (mã: ABB) thay đổi nhận diện thương hiệu. Đây là một hoạt động mang tính vận hành, không cung cấp thông tin nào về tác động tài chính hoặc kinh doanh.",gemini,gemini-2.5-pro,gemini-2.5-pro,,628e65a951f46b93b7de2fb7a2f307e420e27245dc48d07ca0994fa8c8c2bd60,c3888f18f2f77a726807f3cb9e490fb3030fb6ce8a73b696ece4e36eec3aa468,2026-07-07T06:13:32+00:00,ok,
8427bdc2559c39a4d3fb3e04aa2dbb4ba1fceb47db3932e0988463585e46cead,ABB,2026-02-06,ABB: Nghị quyết Hội đồng quản trị Tái cấp và tăng hạn mức tín dụng cho Công ty Cổ phần Ô tô Gel O&J,https://cafef.vn/du-lieu/ABB-2398765/abb-nghi-quyet-hoi-dong-quan-tri-tai-cap-va-tang-han-muc-tin-dung-cho-cong-ty-co-phan-o-to-gel-oj.chn,neutral,0.0,low,0.2,low,0.2,operation,direct,0.9,"Bài báo chỉ đơn thuần thông báo về Nghị quyết Hội đồng quản trị của ABB về việc tái cấp và tăng hạn mức tín dụng cho một khách hàng doanh nghiệp. Đây là một hoạt động kinh doanh thông thường, không cung cấp thông tin chi tiết về quy mô hay tác động tiềm tàng đến kết quả kinh doanh của ngân hàng.",gemini,gemini-2.5-pro,gemini-2.5-pro,,186ef5c90a17f8fcafa50a6bfa9965abd02bcd9e7556bd1891d0bce77fe397d2,83298c4b754912b32a5b87a505acbf69ab790e660ed1ccbbd77decbc95dc9527,2026-07-07T06:13:40+00:00,ok,
98e77df78fccfe070c9edc1f3ca2ae1a5c64afba3f138381cea4efb5b001e0a8,ABB,2026-02-04,"ABB: 26.02.2026, ngày GDKHQ Thực hiện quyền tham dự họp Đại hội cổ đông thường niên năm 2026",https://cafef.vn/du-lieu/ABB-2397401/abb-26022026-ngay-gdkhq-thuc-hien-quyen-tham-du-hop-dai-hoi-co-dong-thuong-nien-nam-2026.chn,neutral,0.0,low,0.2,low,0.1,governance,direct,1.0,"Bài báo chỉ thông báo ngày giao dịch không hưởng quyền và ngày đăng ký cuối cùng để tham dự Đại hội cổ đông thường niên năm 2026 của ABB. Đây là một thông báo mang tính thủ tục, định kỳ và không chứa thông tin ảnh hưởng đến tình hình kinh doanh hay giá cổ phiếu.",gemini,gemini-2.5-pro,gemini-2.5-pro,,e0e5c3a16ebaee934c55eb2231771b3e7ea1f257f4dfff8030cf3809850e7e1b,6a9ddef2f21c49edb638aee81de2111c1ae34e47ffbb54a78aeb84442cdde55b,2026-07-07T06:13:48+00:00,ok,
726bf7a99b1c6adf6cd4e673ca1e0ff681a45afc0c17a6a2bf464b38b0962c53,ABB,2026-02-03,ABB: Tài liệu báo cáo phát hành cổ phiếu theo chương trình lựa chọn cho người lao động,https://cafef.vn/du-lieu/ABB-2396268/abb-tai-lieu-bao-cao-phat-hanh-co-phieu-theo-chuong-trinh-lua-chon-cho-nguoi-lao-dong.chn,neutral,0.0,low,0.3,low,0.2,capital,direct,0.9,"Bài báo chỉ đơn thuần thông báo về việc công bố tài liệu cho chương trình phát hành cổ phiếu cho người lao động (ESOP). Đây là một thông báo mang tính thủ tục, không chứa thông tin chi tiết về giá phát hành, số lượng hay tác động cụ thể. Do đó, tin tức được đánh giá là trung tính, mức độ quan trọng và rủi ro thấp.",gemini,gemini-2.5-pro,gemini-2.5-pro,,25388a6050e58010125e30b52dd27068d16a4f4d83b2a70f07d212f77c0e3b1d,240bea8f647dcf1ef3f7edbda6b42981e81cc0dc3ab33d6ffa04be73d489b823,2026-07-07T06:14:00+00:00,ok,
c1b3ab95819ecb0ed16a5f039c3ba33ca802ee79045fce7b44cbef4507698320,ABB,2026-02-03,ABB: Phát hành cổ phiếu theo chương trình lựa chọn dành cho người lao động tại ABBank,https://cafef.vn/du-lieu/ABB-2396271/abb-phat-hanh-co-phieu-theo-chuong-trinh-lua-chon-danh-cho-nguoi-lao-dong-tai-abbank.chn,neutral,0.0,medium,0.5,low,0.2,capital,direct,1.0,"Bài báo chỉ đơn thuần là một thông báo về việc ABBank (mã chứng khoán: ABB) sẽ phát hành cổ phiếu theo chương trình lựa chọn cho người lao động (ESOP). Đây là một hành động doanh nghiệp thông thường, liên quan đến việc thay đổi cấu trúc vốn. Thông tin được đưa ra một cách trung lập, không có chi tiết về giá phát hành hay số lượng cổ phiếu, do đó không thể đánh giá tác động tích cực hay tiêu cực.",gemini,gemini-2.5-pro,gemini-2.5-pro,,414951608a69b6802561cdf8ff5995b2151e86a7a67d201d6971e73297fb1022,62ae0045c0f3a0c81e69dc528d55d9259b9b6709ffd96161bdf861e1b67f868b,2026-07-07T06:14:09+00:00,ok,
a7365ff9de1bd73bcb2558161ddd6415bc2d9d438eca5e8170fc4a4cb001da07,ABB,2026-02-02,ABB: Nghị quyết Hội đồng quản trị Triệu tập cuộc họp Đại hội đồng Cổ đông thường niên năm 2026,https://cafef.vn/du-lieu/ABB-2394952/abb-nghi-quyet-hoi-dong-quan-tri-trieu-tap-cuoc-hop-dai-hoi-dong-co-dong-thuong-nien-nam-2026.chn,,,,,,,,,,,,,,,118182736e339b7bdfa05943c47e25db36e9a3bc7e8e139d0a8c211eff9fa6b8,2b16baa33f1f7da0e9fbf9545a117664eaecb689c1ae1e1ed8aaead8b6970dde,2026-07-07T06:14:17+00:00,error,'list' object has no attribute 'get'
8620d80aec5c2cc52d6539f349c4d631b98c5603b58a5fdba5f0876b0b693cb3,ABB,2026-01-30,ABB: Nghị quyết Hội đồng quản trị v.v Triệu tập cuộc họp Đại hội đồng Cổ đông thường niên năm 2026,https://cafef.vn/du-lieu/ABB-2393154/abb-nghi-quyet-hoi-dong-quan-tri-vv-trieu-tap-cuoc-hop-dai-hoi-dong-co-dong-thuong-nien-nam-2026.chn,neutral,0.0,low,0.2,low,0.1,governance,direct,0.9,"Bài báo chỉ đơn thuần thông báo về việc HĐQT của ABB đã ra nghị quyết triệu tập cuộc họp Đại hội đồng Cổ đông thường niên năm 2026. Đây là một sự kiện mang tính thủ tục, định kỳ và không cung cấp thông tin mới về kết quả kinh doanh hay tình hình tài chính của công ty.",gemini,gemini-2.5-pro,gemini-2.5-pro,,4a5e6619b91d17ef7df36961da5044fc6ffe5caa5bf92bc13699f37ff78f59bb,f27dc76638265f27dabd300a8686309a91567252dd66583748100993a82b1e10,2026-07-07T06:14:24+00:00,ok,
53132872283c944502e596dc820bb886aa3a7bc747f8ae7c3a643cad1559f576,ABB,2026-01-29,ABB: Báo cáo quản trị công ty năm 2025,https://cafef.vn/du-lieu/ABB-2392287/abb-bao-cao-quan-tri-cong-ty-nam-2025.chn,neutral,0.0,low,0.2,low,0.1,governance,direct,1.0,"Bài báo chỉ thông báo về việc công bố Báo cáo quản trị công ty năm 2025 của ABB. Đây là một hoạt động công bố thông tin định kỳ, mang tính thủ tục và không cung cấp thông tin mới có thể ảnh hưởng đến giá cổ phiếu.",gemini,gemini-2.5-pro,gemini-2.5-pro,,e9c3e4d9e31f963ef827762732704ce467598ae7a1c810e4a2abd9d8abf70967,be18e4b122794fd71bf762be3cdf47633e3f28ab14016dc2d9eb7ee1f0f2361a,2026-07-07T06:14:35+00:00,ok,
