baseline_config,comparison_config,model,fold_id,date,metric,baseline_value,comparison_value,delta,n_baseline_observations,n_comparison_observations,pair_status,artifact_schema_version
A_technical,B_technical_keyword,LogisticRegression,1,2022-02-18,auc,0.46841776110068795,0.46841776110068795,0.0,80,80,paired,outperform_ml_paired_daily_v1
A_technical,B_technical_keyword,LogisticRegression,1,2022-02-18,f1,0.5227272727272727,0.5227272727272727,0.0,80,80,paired,outperform_ml_paired_daily_v1
A_technical,B_technical_keyword,LogisticRegression,1,2022-02-18,precision_at_10_by_date,0.6,0.6,0.0,80,80,paired,outperform_ml_paired_daily_v1
A_technical,B_technical_keyword,LogisticRegression,1,2022-02-18,daily_rank_ic,-0.07419127988748242,-0.07419127988748242,0.0,80,80,paired,outperform_ml_paired_daily_v1
A_technical,B_technical_keyword,LogisticRegression,1,2022-02-21,balanced_accuracy,0.41666666666666663,0.41666666666666663,0.0,80,80,paired,outperform_ml_paired_daily_v1
A_technical,B_technical_keyword,LogisticRegression,1,2022-02-21,auc,0.44298245614035087,0.44298245614035087,0.0,80,80,paired,outperform_ml_paired_daily_v1
A_technical,B_technical_keyword,LogisticRegression,1,2022-02-21,f1,0.4470588235294118,0.4470588235294118,0.0,80,80,paired,outperform_ml_paired_daily_v1
A_technical,B_technical_keyword,LogisticRegression,1,2022-02-21,precision_at_10_by_date,0.7,0.7,0.0,80,80,paired,outperform_ml_paired_daily_v1
A_technical,B_technical_keyword,LogisticRegression,1,2022-02-21,daily_rank_ic,-0.1348101265822785,-0.1348101265822785,0.0,80,80,paired,outperform_ml_paired_daily_v1
A_technical,B_technical_keyword,LogisticRegression,1,2022-02-22,balanced_accuracy,0.3587301587301587,0.3587301587301587,0.0,80,80,paired,outperform_ml_paired_daily_v1
A_technical,B_technical_keyword,LogisticRegression,1,2022-02-22,auc,0.3657142857142857,0.3657142857142857,0.0,80,80,paired,outperform_ml_paired_daily_v1
A_technical,B_technical_keyword,LogisticRegression,1,2022-02-22,f1,0.36585365853658536,0.36585365853658536,0.0,80,80,paired,outperform_ml_paired_daily_v1
A_technical,B_technical_keyword,LogisticRegression,1,2022-02-22,precision_at_10_by_date,0.6,0.6,0.0,80,80,paired,outperform_ml_paired_daily_v1
A_technical,B_technical_keyword,LogisticRegression,1,2022-02-22,daily_rank_ic,-0.2034001605763981,-0.2034001605763981,0.0,80,80,paired,outperform_ml_paired_daily_v1
A_technical,B_technical_keyword,LogisticRegression,1,2022-02-23,balanced_accuracy,0.3699494949494949,0.3699494949494949,0.0,80,80,paired,outperform_ml_paired_daily_v1
A_technical,B_technical_keyword,LogisticRegression,1,2022-02-23,auc,0.38257575757575757,0.38257575757575757,0.0,80,80,paired,outperform_ml_paired_daily_v1
A_technical,B_technical_keyword,LogisticRegression,1,2022-02-23,f1,0.3855421686746988,0.3855421686746988,0.0,80,80,paired,outperform_ml_paired_daily_v1
A_technical,B_technical_keyword,LogisticRegression,1,2022-02-23,precision_at_10_by_date,0.6,0.6,0.0,80,80,paired,outperform_ml_paired_daily_v1
A_technical,B_technical_keyword,LogisticRegression,1,2022-02-23,daily_rank_ic,-0.21193155180496956,-0.21193155180496956,0.0,80,80,paired,outperform_ml_paired_daily_v1
A_technical,B_technical_keyword,LogisticRegression,1,2022-02-24,balanced_accuracy,0.3375,0.3375,0.0,80,80,paired,outperform_ml_paired_daily_v1
A_technical,B_technical_keyword,LogisticRegression,1,2022-02-24,auc,0.331875,0.331875,0.0,80,80,paired,outperform_ml_paired_daily_v1
A_technical,B_technical_keyword,LogisticRegression,1,2022-02-24,f1,0.39080459770114945,0.39080459770114945,0.0,80,80,paired,outperform_ml_paired_daily_v1
A_technical,B_technical_keyword,LogisticRegression,1,2022-02-24,precision_at_10_by_date,0.5,0.5,0.0,80,80,paired,outperform_ml_paired_daily_v1
A_technical,B_technical_keyword,LogisticRegression,1,2022-02-24,daily_rank_ic,-0.2761603375527426,-0.2761603375527426,0.0,80,80,paired,outperform_ml_paired_daily_v1
A_technical,B_technical_keyword,LogisticRegression,1,2022-02-25,balanced_accuracy,0.38749999999999996,0.38749999999999996,0.0,80,80,paired,outperform_ml_paired_daily_v1
A_technical,B_technical_keyword,LogisticRegression,1,2022-02-25,auc,0.39875,0.39875,0.0,80,80,paired,outperform_ml_paired_daily_v1
A_technical,B_technical_keyword,LogisticRegression,1,2022-02-25,f1,0.4367816091954023,0.4367816091954023,0.0,80,80,paired,outperform_ml_paired_daily_v1
A_technical,B_technical_keyword,LogisticRegression,1,2022-02-25,precision_at_10_by_date,0.6,0.6,0.0,80,80,paired,outperform_ml_paired_daily_v1
A_technical,B_technical_keyword,LogisticRegression,1,2022-02-25,daily_rank_ic,-0.22810729083426645,-0.22810729083426645,0.0,80,80,paired,outperform_ml_paired_daily_v1
A_technical,B_technical_keyword,LogisticRegression,1,2022-02-28,balanced_accuracy,0.3808925204274042,0.3808925204274042,0.0,80,80,paired,outperform_ml_paired_daily_v1
A_technical,B_technical_keyword,LogisticRegression,1,2022-02-28,auc,0.35763670647391577,0.35763670647391577,0.0,80,80,paired,outperform_ml_paired_daily_v1
A_technical,B_technical_keyword,LogisticRegression,1,2022-02-28,f1,0.40476190476190477,0.40476190476190477,0.0,80,80,paired,outperform_ml_paired_daily_v1
A_technical,B_technical_keyword,LogisticRegression,1,2022-02-28,precision_at_10_by_date,0.4,0.4,0.0,80,80,paired,outperform_ml_paired_daily_v1
A_technical,B_technical_keyword,LogisticRegression,1,2022-02-28,daily_rank_ic,-0.20975152367557431,-0.20975152367557431,0.0,80,80,paired,outperform_ml_paired_daily_v1
A_technical,B_technical_keyword,LogisticRegression,1,2022-03-01,balanced_accuracy,0.3557510999371465,0.3557510999371465,0.0,80,80,paired,outperform_ml_paired_daily_v1
A_technical,B_technical_keyword,LogisticRegression,1,2022-03-01,auc,0.3205531112507856,0.3205531112507856,0.0,80,80,paired,outperform_ml_paired_daily_v1
A_technical,B_technical_keyword,LogisticRegression,1,2022-03-01,f1,0.38095238095238093,0.38095238095238093,0.0,80,80,paired,outperform_ml_paired_daily_v1
A_technical,B_technical_keyword,LogisticRegression,1,2022-03-01,precision_at_10_by_date,0.3,0.3,0.0,80,80,paired,outperform_ml_paired_daily_v1
A_technical,B_technical_keyword,LogisticRegression,1,2022-03-01,daily_rank_ic,-0.21155649320206282,-0.21155649320206282,0.0,80,80,paired,outperform_ml_paired_daily_v1
A_technical,B_technical_keyword,LogisticRegression,1,2022-03-02,balanced_accuracy,0.4477798624140088,0.4477798624140088,0.0,80,80,paired,outperform_ml_paired_daily_v1
A_technical,B_technical_keyword,LogisticRegression,1,2022-03-02,auc,0.47029393370856787,0.47029393370856787,0.0,80,80,paired,outperform_ml_paired_daily_v1
A_technical,B_technical_keyword,LogisticRegression,1,2022-03-02,f1,0.5,0.5,0.0,80,80,paired,outperform_ml_paired_daily_v1
A_technical,B_technical_keyword,LogisticRegression,1,2022-03-02,precision_at_10_by_date,0.7,0.7,0.0,80,80,paired,outperform_ml_paired_daily_v1
A_technical,B_technical_keyword,LogisticRegression,1,2022-03-02,daily_rank_ic,-0.06371308016877637,-0.06371308016877637,0.0,80,80,paired,outperform_ml_paired_daily_v1
A_technical,B_technical_keyword,LogisticRegression,1,2022-03-03,balanced_accuracy,0.5081453634085213,0.5081453634085213,0.0,80,80,paired,outperform_ml_paired_daily_v1
A_technical,B_technical_keyword,LogisticRegression,1,2022-03-03,auc,0.5281954887218044,0.5281954887218044,0.0,80,80,paired,outperform_ml_paired_daily_v1
A_technical,B_technical_keyword,LogisticRegression,1,2022-03-03,f1,0.5617977528089888,0.5617977528089888,0.0,80,80,paired,outperform_ml_paired_daily_v1
A_technical,B_technical_keyword,LogisticRegression,1,2022-03-03,precision_at_10_by_date,0.7,0.7,0.0,80,80,paired,outperform_ml_paired_daily_v1
A_technical,B_technical_keyword,LogisticRegression,1,2022-03-03,daily_rank_ic,-0.049273323956868266,-0.049273323956868266,0.0,80,80,paired,outperform_ml_paired_daily_v1
A_technical,B_technical_keyword,LogisticRegression,1,2022-03-04,balanced_accuracy,0.4785353535353536,0.4785353535353536,0.0,80,80,paired,outperform_ml_paired_daily_v1
A_technical,B_technical_keyword,LogisticRegression,1,2022-03-04,auc,0.48169191919191917,0.48169191919191917,0.0,80,80,paired,outperform_ml_paired_daily_v1
A_technical,B_technical_keyword,LogisticRegression,1,2022-03-04,f1,0.5494505494505495,0.5494505494505495,0.0,80,80,paired,outperform_ml_paired_daily_v1
A_technical,B_technical_keyword,LogisticRegression,1,2022-03-04,precision_at_10_by_date,0.7,0.7,0.0,80,80,paired,outperform_ml_paired_daily_v1
A_technical,B_technical_keyword,LogisticRegression,1,2022-03-04,daily_rank_ic,-0.052789498359118614,-0.052789498359118614,0.0,80,80,paired,outperform_ml_paired_daily_v1
A_technical,B_technical_keyword,LogisticRegression,1,2022-03-07,balanced_accuracy,0.5478424015009381,0.5478424015009381,0.0,80,80,paired,outperform_ml_paired_daily_v1
A_technical,B_technical_keyword,LogisticRegression,1,2022-03-07,auc,0.5803627267041901,0.5803627267041901,0.0,80,80,paired,outperform_ml_paired_daily_v1
A_technical,B_technical_keyword,LogisticRegression,1,2022-03-07,f1,0.5909090909090909,0.5909090909090909,0.0,80,80,paired,outperform_ml_paired_daily_v1
A_technical,B_technical_keyword,LogisticRegression,1,2022-03-07,precision_at_10_by_date,0.8,0.8,0.0,80,80,paired,outperform_ml_paired_daily_v1
A_technical,B_technical_keyword,LogisticRegression,1,2022-03-07,daily_rank_ic,0.03912330051570559,0.03912330051570559,0.0,80,80,paired,outperform_ml_paired_daily_v1
A_technical,B_technical_keyword,LogisticRegression,1,2022-03-08,balanced_accuracy,0.428030303030303,0.428030303030303,0.0,80,80,paired,outperform_ml_paired_daily_v1
A_technical,B_technical_keyword,LogisticRegression,1,2022-03-08,auc,0.4034090909090909,0.4034090909090909,0.0,80,80,paired,outperform_ml_paired_daily_v1
A_technical,B_technical_keyword,LogisticRegression,1,2022-03-08,f1,0.5054945054945055,0.5054945054945055,0.0,80,80,paired,outperform_ml_paired_daily_v1
A_technical,B_technical_keyword,LogisticRegression,1,2022-03-08,precision_at_10_by_date,0.6,0.6,0.0,80,80,paired,outperform_ml_paired_daily_v1
A_technical,B_technical_keyword,LogisticRegression,1,2022-03-08,daily_rank_ic,-0.1639943741209564,-0.1639943741209564,0.0,80,80,paired,outperform_ml_paired_daily_v1
A_technical,B_technical_keyword,LogisticRegression,1,2022-03-09,balanced_accuracy,0.5169172932330827,0.5169172932330827,0.0,80,80,paired,outperform_ml_paired_daily_v1
A_technical,B_technical_keyword,LogisticRegression,1,2022-03-09,auc,0.5244360902255639,0.5244360902255639,0.0,80,80,paired,outperform_ml_paired_daily_v1
A_technical,B_technical_keyword,LogisticRegression,1,2022-03-09,f1,0.5411764705882353,0.5411764705882353,0.0,80,80,paired,outperform_ml_paired_daily_v1
A_technical,B_technical_keyword,LogisticRegression,1,2022-03-09,precision_at_10_by_date,0.7,0.7,0.0,80,80,paired,outperform_ml_paired_daily_v1
A_technical,B_technical_keyword,LogisticRegression,1,2022-03-09,daily_rank_ic,0.021542554750456362,0.021542554750456362,0.0,80,80,paired,outperform_ml_paired_daily_v1
A_technical,B_technical_keyword,LogisticRegression,1,2022-03-10,balanced_accuracy,0.5619047619047619,0.5619047619047619,0.0,80,80,paired,outperform_ml_paired_daily_v1
A_technical,B_technical_keyword,LogisticRegression,1,2022-03-10,auc,0.6095238095238095,0.6095238095238095,0.0,80,80,paired,outperform_ml_paired_daily_v1
A_technical,B_technical_keyword,LogisticRegression,1,2022-03-10,f1,0.5609756097560976,0.5609756097560976,0.0,80,80,paired,outperform_ml_paired_daily_v1
A_technical,B_technical_keyword,LogisticRegression,1,2022-03-10,precision_at_10_by_date,0.8,0.8,0.0,80,80,paired,outperform_ml_paired_daily_v1
A_technical,B_technical_keyword,LogisticRegression,1,2022-03-10,daily_rank_ic,0.1317893059271123,0.1317893059271123,0.0,80,80,paired,outperform_ml_paired_daily_v1
A_technical,B_technical_keyword,LogisticRegression,1,2022-03-11,balanced_accuracy,0.5006393861892583,0.5006393861892583,0.0,80,80,paired,outperform_ml_paired_daily_v1
A_technical,B_technical_keyword,LogisticRegression,1,2022-03-11,auc,0.5121483375959079,0.5121483375959079,0.0,80,80,paired,outperform_ml_paired_daily_v1
A_technical,B_technical_keyword,LogisticRegression,1,2022-03-11,f1,0.49382716049382713,0.49382716049382713,0.0,80,80,paired,outperform_ml_paired_daily_v1
A_technical,B_technical_keyword,LogisticRegression,1,2022-03-11,precision_at_10_by_date,0.6,0.6,0.0,80,80,paired,outperform_ml_paired_daily_v1
A_technical,B_technical_keyword,LogisticRegression,1,2022-03-11,daily_rank_ic,0.07645380012906793,0.07645380012906793,0.0,80,80,paired,outperform_ml_paired_daily_v1
A_technical,B_technical_keyword,LogisticRegression,1,2022-03-14,balanced_accuracy,0.47916666666666663,0.47916666666666663,0.0,80,80,paired,outperform_ml_paired_daily_v1
A_technical,B_technical_keyword,LogisticRegression,1,2022-03-14,auc,0.4778645833333333,0.4778645833333333,0.0,80,80,paired,outperform_ml_paired_daily_v1
A_technical,B_technical_keyword,LogisticRegression,1,2022-03-14,f1,0.45569620253164556,0.45569620253164556,0.0,80,80,paired,outperform_ml_paired_daily_v1
A_technical,B_technical_keyword,LogisticRegression,1,2022-03-14,precision_at_10_by_date,0.5,0.5,0.0,80,80,paired,outperform_ml_paired_daily_v1
A_technical,B_technical_keyword,LogisticRegression,1,2022-03-14,daily_rank_ic,0.008263058269353502,0.008263058269353502,0.0,80,80,paired,outperform_ml_paired_daily_v1
A_technical,B_technical_keyword,LogisticRegression,1,2022-03-15,balanced_accuracy,0.4457070707070707,0.4457070707070707,0.0,80,80,paired,outperform_ml_paired_daily_v1
A_technical,B_technical_keyword,LogisticRegression,1,2022-03-15,auc,0.42676767676767674,0.42676767676767674,0.0,80,80,paired,outperform_ml_paired_daily_v1
A_technical,B_technical_keyword,LogisticRegression,1,2022-03-15,f1,0.4578313253012048,0.4578313253012048,0.0,80,80,paired,outperform_ml_paired_daily_v1
A_technical,B_technical_keyword,LogisticRegression,1,2022-03-15,precision_at_10_by_date,0.4,0.4,0.0,80,80,paired,outperform_ml_paired_daily_v1
A_technical,B_technical_keyword,LogisticRegression,1,2022-03-15,daily_rank_ic,-0.14467885607126113,-0.14467885607126113,0.0,80,80,paired,outperform_ml_paired_daily_v1
A_technical,B_technical_keyword,LogisticRegression,1,2022-03-16,balanced_accuracy,0.44948849104859334,0.44948849104859334,0.0,80,80,paired,outperform_ml_paired_daily_v1
A_technical,B_technical_keyword,LogisticRegression,1,2022-03-16,auc,0.4360613810741688,0.4360613810741688,0.0,80,80,paired,outperform_ml_paired_daily_v1
A_technical,B_technical_keyword,LogisticRegression,1,2022-03-16,f1,0.4444444444444444,0.4444444444444444,0.0,80,80,paired,outperform_ml_paired_daily_v1
A_technical,B_technical_keyword,LogisticRegression,1,2022-03-16,precision_at_10_by_date,0.5,0.5,0.0,80,80,paired,outperform_ml_paired_daily_v1
A_technical,B_technical_keyword,LogisticRegression,1,2022-03-16,daily_rank_ic,-0.11929207688701358,-0.11929207688701358,0.0,80,80,paired,outperform_ml_paired_daily_v1
A_technical,B_technical_keyword,LogisticRegression,1,2022-03-17,balanced_accuracy,0.4095238095238095,0.4095238095238095,0.0,80,80,paired,outperform_ml_paired_daily_v1
A_technical,B_technical_keyword,LogisticRegression,1,2022-03-17,auc,0.37142857142857144,0.37142857142857144,0.0,80,80,paired,outperform_ml_paired_daily_v1
A_technical,B_technical_keyword,LogisticRegression,1,2022-03-17,f1,0.4146341463414634,0.4146341463414634,0.0,80,80,paired,outperform_ml_paired_daily_v1
A_technical,B_technical_keyword,LogisticRegression,1,2022-03-17,precision_at_10_by_date,0.4,0.4,0.0,80,80,paired,outperform_ml_paired_daily_v1
A_technical,B_technical_keyword,LogisticRegression,1,2022-03-17,daily_rank_ic,-0.09254571026722926,-0.09254571026722926,0.0,80,80,paired,outperform_ml_paired_daily_v1
A_technical,B_technical_keyword,LogisticRegression,1,2022-03-18,balanced_accuracy,0.3952020202020202,0.3952020202020202,0.0,80,80,paired,outperform_ml_paired_daily_v1
A_technical,B_technical_keyword,LogisticRegression,1,2022-03-18,auc,0.3617424242424242,0.3617424242424242,0.0,80,80,paired,outperform_ml_paired_daily_v1
A_technical,B_technical_keyword,LogisticRegression,1,2022-03-18,f1,0.40963855421686746,0.40963855421686746,0.0,80,80,paired,outperform_ml_paired_daily_v1
A_technical,B_technical_keyword,LogisticRegression,1,2022-03-18,precision_at_10_by_date,0.4,0.4,0.0,80,80,paired,outperform_ml_paired_daily_v1
A_technical,B_technical_keyword,LogisticRegression,1,2022-03-18,daily_rank_ic,-0.13872480075011723,-0.13872480075011723,0.0,80,80,paired,outperform_ml_paired_daily_v1
A_technical,B_technical_keyword,LogisticRegression,1,2022-03-21,balanced_accuracy,0.4457070707070707,0.4457070707070707,0.0,80,80,paired,outperform_ml_paired_daily_v1
A_technical,B_technical_keyword,LogisticRegression,1,2022-03-21,auc,0.432449494949495,0.432449494949495,0.0,80,80,paired,outperform_ml_paired_daily_v1
A_technical,B_technical_keyword,LogisticRegression,1,2022-03-21,f1,0.4578313253012048,0.4578313253012048,0.0,80,80,paired,outperform_ml_paired_daily_v1
A_technical,B_technical_keyword,LogisticRegression,1,2022-03-21,precision_at_10_by_date,0.5,0.5,0.0,80,80,paired,outperform_ml_paired_daily_v1
A_technical,B_technical_keyword,LogisticRegression,1,2022-03-21,daily_rank_ic,-0.07355836849507737,-0.07355836849507737,0.0,80,80,paired,outperform_ml_paired_daily_v1
A_technical,B_technical_keyword,LogisticRegression,1,2022-03-22,balanced_accuracy,0.4375,0.4375,0.0,80,80,paired,outperform_ml_paired_daily_v1
A_technical,B_technical_keyword,LogisticRegression,1,2022-03-22,auc,0.40562499999999996,0.40562499999999996,0.0,80,80,paired,outperform_ml_paired_daily_v1
A_technical,B_technical_keyword,LogisticRegression,1,2022-03-22,f1,0.4827586206896552,0.4827586206896552,0.0,80,80,paired,outperform_ml_paired_daily_v1
A_technical,B_technical_keyword,LogisticRegression,1,2022-03-22,precision_at_10_by_date,0.4,0.4,0.0,80,80,paired,outperform_ml_paired_daily_v1
A_technical,B_technical_keyword,LogisticRegression,1,2022-03-22,daily_rank_ic,-0.023394280356305672,-0.023394280356305672,0.0,80,80,paired,outperform_ml_paired_daily_v1
A_technical,B_technical_keyword,LogisticRegression,1,2022-03-23,balanced_accuracy,0.5021888680425266,0.5021888680425266,0.0,80,80,paired,outperform_ml_paired_daily_v1
A_technical,B_technical_keyword,LogisticRegression,1,2022-03-23,auc,0.47217010631644774,0.47217010631644774,0.0,80,80,paired,outperform_ml_paired_daily_v1
A_technical,B_technical_keyword,LogisticRegression,1,2022-03-23,f1,0.5348837209302325,0.5348837209302325,0.0,80,80,paired,outperform_ml_paired_daily_v1
A_technical,B_technical_keyword,LogisticRegression,1,2022-03-23,precision_at_10_by_date,0.5,0.5,0.0,80,80,paired,outperform_ml_paired_daily_v1
A_technical,B_technical_keyword,LogisticRegression,1,2022-03-23,daily_rank_ic,0.02812939521800281,0.02812939521800281,0.0,80,80,paired,outperform_ml_paired_daily_v1
A_technical,B_technical_keyword,LogisticRegression,1,2022-03-24,balanced_accuracy,0.5272045028142589,0.5272045028142589,0.0,80,80,paired,outperform_ml_paired_daily_v1
A_technical,B_technical_keyword,LogisticRegression,1,2022-03-24,auc,0.49343339587242024,0.49343339587242024,0.0,80,80,paired,outperform_ml_paired_daily_v1
A_technical,B_technical_keyword,LogisticRegression,1,2022-03-24,f1,0.5581395348837209,0.5581395348837209,0.0,80,80,paired,outperform_ml_paired_daily_v1
A_technical,B_technical_keyword,LogisticRegression,1,2022-03-24,precision_at_10_by_date,0.5,0.5,0.0,80,80,paired,outperform_ml_paired_daily_v1
A_technical,B_technical_keyword,LogisticRegression,1,2022-03-24,daily_rank_ic,0.12630098452883265,0.12630098452883265,0.0,80,80,paired,outperform_ml_paired_daily_v1
A_technical,B_technical_keyword,LogisticRegression,1,2022-03-25,balanced_accuracy,0.556882463859208,0.556882463859208,0.0,80,80,paired,outperform_ml_paired_daily_v1
A_technical,B_technical_keyword,LogisticRegression,1,2022-03-25,auc,0.5216844751728473,0.5216844751728473,0.0,80,80,paired,outperform_ml_paired_daily_v1
A_technical,B_technical_keyword,LogisticRegression,1,2022-03-25,f1,0.5714285714285714,0.5714285714285714,0.0,80,80,paired,outperform_ml_paired_daily_v1
A_technical,B_technical_keyword,LogisticRegression,1,2022-03-25,precision_at_10_by_date,0.5,0.5,0.0,80,80,paired,outperform_ml_paired_daily_v1
A_technical,B_technical_keyword,LogisticRegression,1,2022-03-25,daily_rank_ic,0.12836380684481952,0.12836380684481952,0.0,80,80,paired,outperform_ml_paired_daily_v1
A_technical,B_technical_keyword,LogisticRegression,1,2022-03-28,balanced_accuracy,0.5931656995486783,0.5931656995486783,0.0,80,80,paired,outperform_ml_paired_daily_v1
A_technical,B_technical_keyword,LogisticRegression,1,2022-03-28,auc,0.5589941972920696,0.5589941972920696,0.0,80,80,paired,outperform_ml_paired_daily_v1
A_technical,B_technical_keyword,LogisticRegression,1,2022-03-28,f1,0.575,0.575,0.0,80,80,paired,outperform_ml_paired_daily_v1
A_technical,B_technical_keyword,LogisticRegression,1,2022-03-28,precision_at_10_by_date,0.5,0.5,0.0,80,80,paired,outperform_ml_paired_daily_v1
A_technical,B_technical_keyword,LogisticRegression,1,2022-03-28,daily_rank_ic,0.18103609939052978,0.18103609939052978,0.0,80,80,paired,outperform_ml_paired_daily_v1
A_technical,B_technical_keyword,LogisticRegression,1,2022-03-29,balanced_accuracy,0.5619047619047619,0.5619047619047619,0.0,80,80,paired,outperform_ml_paired_daily_v1
A_technical,B_technical_keyword,LogisticRegression,1,2022-03-29,auc,0.5257142857142857,0.5257142857142857,0.0,80,80,paired,outperform_ml_paired_daily_v1
A_technical,B_technical_keyword,LogisticRegression,1,2022-03-29,f1,0.5609756097560976,0.5609756097560976,0.0,80,80,paired,outperform_ml_paired_daily_v1
A_technical,B_technical_keyword,LogisticRegression,1,2022-03-29,precision_at_10_by_date,0.5,0.5,0.0,80,80,paired,outperform_ml_paired_daily_v1
A_technical,B_technical_keyword,LogisticRegression,1,2022-03-29,daily_rank_ic,0.14953117674636665,0.14953117674636665,0.0,80,80,paired,outperform_ml_paired_daily_v1
A_technical,B_technical_keyword,LogisticRegression,1,2022-03-30,balanced_accuracy,0.5365079365079365,0.5365079365079365,0.0,80,80,paired,outperform_ml_paired_daily_v1
A_technical,B_technical_keyword,LogisticRegression,1,2022-03-30,auc,0.4768253968253968,0.4768253968253968,0.0,80,80,paired,outperform_ml_paired_daily_v1
A_technical,B_technical_keyword,LogisticRegression,1,2022-03-30,f1,0.5365853658536586,0.5365853658536586,0.0,80,80,paired,outperform_ml_paired_daily_v1
A_technical,B_technical_keyword,LogisticRegression,1,2022-03-30,precision_at_10_by_date,0.4,0.4,0.0,80,80,paired,outperform_ml_paired_daily_v1
A_technical,B_technical_keyword,LogisticRegression,1,2022-03-30,daily_rank_ic,0.1030239099859353,0.1030239099859353,0.0,80,80,paired,outperform_ml_paired_daily_v1
A_technical,B_technical_keyword,LogisticRegression,1,2022-03-31,balanced_accuracy,0.5365079365079365,0.5365079365079365,0.0,80,80,paired,outperform_ml_paired_daily_v1
