artifact_schema_version,news_id,ticker,article_date,effective_date,event_date,mapping_policy,window,ticker_relevance,materiality,direction,event_type,raw_return,benchmark_return,market_adjusted_return,abnormal_volume,volatility,max_adverse_move,window_end_date,benchmark_window_end_date
event_window_outcomes_v2,0524672d9cbb31a1,MBB,2025-11-14,2025-11-17,2025-11-17,next_trading_day_missing_publication_time,T+20,direct,high,risk,debt,-0.0021008403361344463,-0.005083352473978842,0.0029825121378443953,-0.1806175933601627,0.020412610831183748,-0.03991596638655459,2025-12-15,2025-12-15
event_window_outcomes_v2,0524672d9cbb31a1,MBB,2025-11-14,2025-11-17,2025-11-17,next_trading_day_missing_publication_time,T+60,direct,high,risk,debt,0.21848739495798308,0.08609059368237792,0.13239680127560516,-0.010629706744326395,0.01816016288789962,-0.03991596638655459,2026-02-11,2026-02-11
event_window_outcomes_v2,08dbe74f075e78c1,VNM,2025-10-06,2025-10-07,2025-10-07,next_trading_day_missing_publication_time,T+1,direct,medium,support,earnings,0.03257615777425604,0.0074348780632527145,0.025141279711003328,-0.06498654817337579,,0.0,2025-10-08,2025-10-08
event_window_outcomes_v2,08dbe74f075e78c1,VNM,2025-10-06,2025-10-07,2025-10-07,next_trading_day_missing_publication_time,T+5,direct,medium,support,earnings,0.03416094382813872,0.04495342075594855,-0.010792476927809824,-0.04342669581888792,0.02034646476050464,0.0,2025-10-14,2025-10-14
event_window_outcomes_v2,08dbe74f075e78c1,VNM,2025-10-06,2025-10-07,2025-10-07,next_trading_day_missing_publication_time,T+20,direct,medium,support,earnings,-0.023067441450959736,-0.01977096065982309,-0.0032964807911366467,-0.16968934511669853,0.022586759033952013,-0.0621588307800669,2025-11-04,2025-11-04
event_window_outcomes_v2,08dbe74f075e78c1,VNM,2025-10-06,2025-10-07,2025-10-07,next_trading_day_missing_publication_time,T+60,direct,medium,support,earnings,0.05370663849269253,0.04841867916691389,0.005287959325778635,-0.11379217054952329,0.019922360881941183,-0.0621588307800669,2025-12-30,2025-12-30
event_window_outcomes_v2,0d0a280f83b376c3,VIC,2023-02-17,2023-02-20,2023-02-20,next_trading_day_missing_publication_time,T+1,direct,low,neutral,capital,0.003696857670979492,-0.00410420635139741,0.007801064022376902,-0.22631455108133935,,0.0,2023-02-21,2023-02-21
event_window_outcomes_v2,0d0a280f83b376c3,VIC,2023-02-17,2023-02-20,2023-02-20,next_trading_day_missing_publication_time,T+5,direct,low,neutral,capital,-0.02957486136783738,-0.0602195658375434,0.03064470446970602,-0.012646341216771995,0.010854130743906268,-0.02957486136783738,2023-02-27,2023-02-27
event_window_outcomes_v2,0d0a280f83b376c3,VIC,2023-02-17,2023-02-20,2023-02-20,next_trading_day_missing_publication_time,T+20,direct,low,neutral,capital,-0.02402957486136792,-0.05851714840478883,0.03448757354342091,-0.1839809245930064,0.008294489616266996,-0.02957486136783738,2023-03-20,2023-03-20
event_window_outcomes_v2,0d0a280f83b376c3,VIC,2023-02-17,2023-02-20,2023-02-20,next_trading_day_missing_publication_time,T+60,direct,low,neutral,capital,-0.01663585951940849,-0.01691374725082595,0.0002778877314174588,-0.06732584609493986,0.014796292134960629,-0.06654343807763408,2023-05-18,2023-05-18
event_window_outcomes_v2,0f37c4ecb1cd0f71,TPB,2026-06-11,2026-06-12,2026-06-12,next_trading_day_missing_publication_time,T+1,direct,medium,support,other,0.006116207951070152,0.00427538860826604,0.001840819342804112,2.4695947079989646,,0.0,2026-06-15,2026-06-15
event_window_outcomes_v2,0f37c4ecb1cd0f71,TPB,2026-06-11,2026-06-12,2026-06-12,next_trading_day_missing_publication_time,T+5,direct,medium,support,other,-0.009174311926605672,0.018351798621382365,-0.027526110547988036,1.192638135570891,0.007935361730253563,-0.009174311926605672,2026-06-19,2026-06-19
event_window_outcomes_v2,0f37c4ecb1cd0f71,TPB,2026-06-11,2026-06-12,2026-06-12,next_trading_day_missing_publication_time,T+20,direct,medium,support,other,,,,,,,,
event_window_outcomes_v2,0f37c4ecb1cd0f71,TPB,2026-06-11,2026-06-12,2026-06-12,next_trading_day_missing_publication_time,T+60,direct,medium,support,other,,,,,,,,
event_window_outcomes_v2,0fc9f81d4478e17d,NAB,2024-04-12,2024-04-15,2024-04-15,next_trading_day_missing_publication_time,T+1,direct,medium,support,capital,0.0023952095808381646,-0.0007644191647281362,0.003159628745566301,-0.19035407859015008,,0.0,2024-04-16,2024-04-16
event_window_outcomes_v2,0fc9f81d4478e17d,NAB,2024-04-12,2024-04-15,2024-04-15,next_trading_day_missing_publication_time,T+5,direct,medium,support,capital,0.04790419161676662,-0.032228898332250955,0.08013308994901758,-0.08770739987132825,0.007668983675231108,0.0,2024-04-23,2024-04-23
event_window_outcomes_v2,0fc9f81d4478e17d,NAB,2024-04-12,2024-04-15,2024-04-15,next_trading_day_missing_publication_time,T+20,direct,medium,support,capital,0.057485029940119725,0.04644051914746705,0.011044510792652673,-0.0010155031156098282,0.008381158723483668,0.0,2024-05-17,2024-05-17
event_window_outcomes_v2,0fc9f81d4478e17d,NAB,2024-04-12,2024-04-15,2024-04-15,next_trading_day_missing_publication_time,T+60,direct,medium,support,capital,0.11736526946107784,0.05272026368351401,0.06464500577756382,0.006987246389633883,0.011458757930178797,0.0,2024-07-12,2024-07-12
event_window_outcomes_v2,102309dd8fe68b6a,KLB,2025-06-10,2025-06-11,2025-06-11,next_trading_day_missing_publication_time,T+1,direct,medium,risk,debt,0.017773620205799867,0.005923053527980615,0.011850566677819252,-0.3438180589556713,,0.0,2025-06-12,2025-06-12
event_window_outcomes_v2,102309dd8fe68b6a,KLB,2025-06-10,2025-06-11,2025-06-11,next_trading_day_missing_publication_time,T+5,direct,medium,risk,debt,0.01122544434050532,0.024049574209245694,-0.012824129868740375,-0.13287039623419206,0.017317365382680132,0.0,2025-06-18,2025-06-18
event_window_outcomes_v2,102309dd8fe68b6a,KLB,2025-06-10,2025-06-11,2025-06-11,next_trading_day_missing_publication_time,T+20,direct,medium,risk,debt,0.05799812909260993,0.08829075425790744,-0.030292625165297515,-0.1557685886029354,0.017285615175281842,0.0,2025-07-09,2025-07-09
event_window_outcomes_v2,102309dd8fe68b6a,KLB,2025-06-10,2025-06-11,2025-06-11,next_trading_day_missing_publication_time,T+60,direct,medium,risk,debt,0.2862488306828812,0.26746502433090025,0.01878380635198096,-0.10567068638737509,0.029535725023792942,0.0,2025-09-05,2025-09-05
event_window_outcomes_v2,11b64ee6831d5a88,VIC,2025-04-02,2025-04-03,2025-04-03,next_trading_day_missing_publication_time,T+1,indirect,medium,support,project,0.03736654804270456,-0.015587393482078826,0.05295394152478339,1.1536870553890428,,0.0,2025-04-04,2025-04-04
event_window_outcomes_v2,11b64ee6831d5a88,VIC,2025-04-02,2025-04-03,2025-04-03,next_trading_day_missing_publication_time,T+5,indirect,medium,support,project,0.15836298932384318,-0.006000780589344834,0.16436376991318802,0.6054773005394671,0.0506732888060945,-0.019572953736654797,2025-04-11,2025-04-11
event_window_outcomes_v2,11b64ee6831d5a88,VIC,2025-04-02,2025-04-03,2025-04-03,next_trading_day_missing_publication_time,T+20,indirect,medium,support,project,0.30604982206405706,0.01669322838743259,0.2893565936766245,0.4078148348445043,0.04754255220546467,-0.019572953736654797,2025-05-07,2025-05-07
event_window_outcomes_v2,11b64ee6831d5a88,VIC,2025-04-02,2025-04-03,2025-04-03,next_trading_day_missing_publication_time,T+60,indirect,medium,support,project,0.697508896797153,0.12582937617901524,0.5716795206181378,-0.11221316546664517,0.03552969483974415,-0.019572953736654797,2025-07-02,2025-07-02
event_window_outcomes_v2,144227efbfb0b1fd,CTG,2024-10-31,2024-11-01,2024-11-01,next_trading_day_missing_publication_time,T+1,direct,low,support,market,0.002866502866502696,-0.00811226482002414,0.010978767686526836,0.09300181147865261,,0.0,2024-11-04,2024-11-04
event_window_outcomes_v2,144227efbfb0b1fd,CTG,2024-10-31,2024-11-01,2024-11-01,next_trading_day_missing_publication_time,T+5,direct,low,support,market,-0.01678951678951679,-0.001856736447019336,-0.014932780342497454,-0.18462703108698109,0.017483648267547426,-0.01678951678951679,2024-11-08,2024-11-08
event_window_outcomes_v2,144227efbfb0b1fd,CTG,2024-10-31,2024-11-01,2024-11-01,next_trading_day_missing_publication_time,T+20,direct,low,support,market,0.004095004095004073,-0.0035301898971225043,0.007625193992126578,-0.08307870437558373,0.013894470892592685,-0.07043407043407057,2024-11-29,2024-11-29
event_window_outcomes_v2,144227efbfb0b1fd,CTG,2024-10-31,2024-11-01,2024-11-01,next_trading_day_missing_publication_time,T+60,direct,low,support,market,0.0687960687960687,-0.0014822016272343363,0.07027827042330304,-0.04540094274393658,0.013632281172145298,-0.07043407043407057,2025-02-03,2025-02-03
event_window_outcomes_v2,16d9ad966c06fb76,PPC,2023-03-23,2023-03-24,2023-03-24,next_trading_day_missing_publication_time,T+1,direct,high,risk,legal,0.018000000000000016,0.005215945891726248,0.012784054108273768,2.605400958025795,,0.0,2023-03-27,2023-03-27
event_window_outcomes_v2,16d9ad966c06fb76,PPC,2023-03-23,2023-03-24,2023-03-24,next_trading_day_missing_publication_time,T+5,direct,high,risk,legal,0.02200000000000002,0.01705213079987411,0.0049478692001259095,0.8756091991961443,0.010928224212303302,0.0,2023-03-31,2023-03-31
event_window_outcomes_v2,16d9ad966c06fb76,PPC,2023-03-23,2023-03-24,2023-03-24,next_trading_day_missing_publication_time,T+20,direct,high,risk,legal,0.05800000000000005,-0.0037065696080397226,0.061706569608039774,0.5202562596984628,0.019555310302867404,0.0,2023-04-21,2023-04-21
event_window_outcomes_v2,16d9ad966c06fb76,PPC,2023-03-23,2023-03-24,2023-03-24,next_trading_day_missing_publication_time,T+60,direct,high,risk,legal,0.17799999999999994,0.06846645458974576,0.10953354541025417,0.5086634133772652,0.017474464150757204,0.0,2023-06-21,2023-06-21
event_window_outcomes_v2,198ab407720b7549,VJC,2022-09-13,2022-09-14,2022-09-14,next_trading_day_missing_publication_time,T+1,direct,high,neutral,capital,-0.0016782277914521027,0.003941101090451982,-0.005619328881904084,0.036489678622004584,,-0.0016782277914521027,2022-09-15,2022-09-15
event_window_outcomes_v2,198ab407720b7549,VJC,2022-09-13,2022-09-14,2022-09-14,next_trading_day_missing_publication_time,T+5,direct,high,neutral,capital,-0.010293130454240296,-0.024355843548764078,0.014062713094523782,0.2863910047211107,0.007141079722085448,-0.010293130454240296,2022-09-21,2022-09-21
event_window_outcomes_v2,198ab407720b7549,VJC,2022-09-13,2022-09-14,2022-09-14,next_trading_day_missing_publication_time,T+20,direct,high,neutral,capital,-0.06455582904452895,-0.16599369746205983,0.10143786841753089,-0.05664415433422332,0.016444688500459735,-0.07921235175654506,2022-10-12,2022-10-12
event_window_outcomes_v2,198ab407720b7549,VJC,2022-09-13,2022-09-14,2022-09-14,next_trading_day_missing_publication_time,T+60,direct,high,neutral,capital,-0.08771537256656958,-0.1609887408625289,0.07327336829595932,-0.3171655146423328,0.01304237594241371,-0.15573953904676663,2022-12-07,2022-12-07
event_window_outcomes_v2,1aa4881826203fb1,HAH,2024-06-12,2024-06-13,2024-06-13,next_trading_day_missing_publication_time,T+1,direct,low,neutral,governance,-0.02040185471406497,-0.016596107598097487,-0.003805747115967484,0.13437096375854396,,-0.02040185471406497,2024-06-14,2024-06-14
event_window_outcomes_v2,1aa4881826203fb1,HAH,2024-06-12,2024-06-13,2024-06-13,next_trading_day_missing_publication_time,T+5,direct,low,neutral,governance,-0.007418856259659989,-0.014759779025900754,0.007340922766240765,0.18116224628998312,0.028259890021327977,-0.02040185471406497,2024-06-20,2024-06-20
event_window_outcomes_v2,1aa4881826203fb1,HAH,2024-06-12,2024-06-13,2024-06-13,next_trading_day_missing_publication_time,T+20,direct,low,neutral,governance,0.04420401854714062,-0.013607271553810585,0.05781129010095121,0.005620404195181505,0.02607474380098101,-0.029675425038639847,2024-07-11,2024-07-11
event_window_outcomes_v2,1aa4881826203fb1,HAH,2024-06-12,2024-06-13,2024-06-13,next_trading_day_missing_publication_time,T+60,direct,low,neutral,governance,-0.06831530139103559,-0.0259544682714693,-0.04236083311956629,-0.27217820941709203,0.022170687303960757,-0.1131375579598145,2024-09-09,2024-09-09
event_window_outcomes_v2,1b549b6976851a4a,VCB,2024-10-10,2024-10-11,2024-10-11,next_trading_day_missing_publication_time,T+1,direct,medium,support,market,-0.0009874917709018494,-0.001591133119630106,0.0006036413487282566,-0.26633326696485904,,-0.0009874917709018494,2024-10-14,2024-10-14
event_window_outcomes_v2,1b549b6976851a4a,VCB,2024-10-10,2024-10-11,2024-10-11,next_trading_day_missing_publication_time,T+5,direct,medium,support,market,0.00987491770901916,-0.0022741561173247327,0.012149073826343892,-0.12768100982544506,0.0034224911815317624,-0.0009874917709018494,2024-10-18,2024-10-18
event_window_outcomes_v2,1b549b6976851a4a,VCB,2024-10-10,2024-10-11,2024-10-11,next_trading_day_missing_publication_time,T+20,direct,medium,support,market,0.007735352205398227,-0.027809902281141663,0.03554525448653989,-0.05741404610302425,0.006590053778877305,-0.0009874917709018494,2024-11-08,2024-11-08
event_window_outcomes_v2,1b549b6976851a4a,VCB,2024-10-10,2024-10-11,2024-10-11,next_trading_day_missing_publication_time,T+60,direct,medium,support,market,0.015306122448979664,-0.032629871389874276,0.04793599383885394,0.05130646923792126,0.006411861382191536,-0.016293614219881403,2025-01-06,2025-01-06
event_window_outcomes_v2,24debd1d8c9f2ef5,LPB,2026-01-08,2026-01-09,2026-01-09,next_trading_day_missing_publication_time,T+1,direct,low,neutral,governance,0.029283329052144813,0.0050484501311631735,0.02423487892098164,-0.12362856869040506,,0.0,2026-01-12,2026-01-12
event_window_outcomes_v2,24debd1d8c9f2ef5,LPB,2026-01-08,2026-01-09,2026-01-09,next_trading_day_missing_publication_time,T+5,direct,low,neutral,governance,0.01335730798869772,0.006012099148776651,0.007345208839921069,-0.20043134875706348,0.01610640518506304,0.0,2026-01-16,2026-01-16
event_window_outcomes_v2,24debd1d8c9f2ef5,LPB,2026-01-08,2026-01-09,2026-01-09,next_trading_day_missing_publication_time,T+20,direct,low,neutral,governance,0.017210377600822113,-0.06017988114995454,0.07739025875077665,-0.30828283720973393,0.014684379960490029,-0.0048805548420240985,2026-02-06,2026-02-06
event_window_outcomes_v2,24debd1d8c9f2ef5,LPB,2026-01-08,2026-01-09,2026-01-09,next_trading_day_missing_publication_time,T+60,direct,low,neutral,governance,0.1967634215258156,-0.06311901065367531,0.2598824321794909,-0.2934556472483453,0.01980999155961096,-0.02054970459799632,2026-04-10,2026-04-10
event_window_outcomes_v2,289bbe995b7879b7,NVL,2025-09-27,2025-09-29,2025-09-29,next_trading_day_missing_publication_time,T+1,direct,low,neutral,capital,-0.02205375603032389,-0.0028683212519802215,-0.01918543477834367,-0.3302519015606449,,-0.02205375603032389,2025-09-30,2025-09-30
event_window_outcomes_v2,289bbe995b7879b7,NVL,2025-09-27,2025-09-29,2025-09-29,next_trading_day_missing_publication_time,T+5,direct,low,neutral,capital,0.013094417643004785,0.017413950362440644,-0.004319532719435859,-0.3976111507106618,0.03167145667251026,-0.031702274293590516,2025-10-06,2025-10-06
event_window_outcomes_v2,289bbe995b7879b7,NVL,2025-09-27,2025-09-29,2025-09-29,next_trading_day_missing_publication_time,T+20,direct,low,neutral,capital,-0.11509303928325287,-0.008364936872929829,-0.10672810241032304,0.0878851547119901,0.03247285951269888,-0.11509303928325287,2025-10-27,2025-10-27
event_window_outcomes_v2,289bbe995b7879b7,NVL,2025-09-27,2025-09-29,2025-09-29,next_trading_day_missing_publication_time,T+60,direct,low,neutral,capital,-0.11509303928325287,0.05073568239642845,-0.16582872167968132,-0.22442681808747544,0.03249487623365529,-0.2177808407994487,2025-12-22,2025-12-22
event_window_outcomes_v2,295d0eb26b51aef1,VNM,2026-04-24,2026-04-28,2026-04-28,next_trading_day_missing_publication_time,T+1,direct,low,neutral,governance,-0.004893688828889631,-0.011589474582053949,0.006695785753164318,-0.3011244338860821,,-0.004893688828889631,2026-04-29,2026-04-29
event_window_outcomes_v2,295d0eb26b51aef1,VNM,2026-04-24,2026-04-28,2026-04-28,next_trading_day_missing_publication_time,T+5,direct,low,neutral,governance,0.00489368882888952,0.017682744796997607,-0.012789055968108087,-0.2719876846844521,0.00427039870359559,-0.004893688828889631,2026-05-07,2026-05-07
event_window_outcomes_v2,295d0eb26b51aef1,VNM,2026-04-24,2026-04-28,2026-04-28,next_trading_day_missing_publication_time,T+20,direct,low,neutral,governance,-0.03594330070874108,-0.006487760150119315,-0.029455540558621762,-0.11590991834421616,0.007752994994011066,-0.03914951063111716,2026-05-28,2026-05-28
event_window_outcomes_v2,295d0eb26b51aef1,VNM,2026-04-24,2026-04-28,2026-04-28,next_trading_day_missing_publication_time,T+60,direct,low,neutral,governance,,,,,,,,
event_window_outcomes_v2,2b1d360a0da9eaca,SSI,2025-07-10,2025-07-11,2025-07-11,next_trading_day_missing_publication_time,T+1,direct,medium,support,market,0.003416856492027387,0.008684557128745496,-0.005267700636718109,0.7667139881487073,,0.0,2025-07-14,2025-07-14
event_window_outcomes_v2,2b1d360a0da9eaca,SSI,2025-07-10,2025-07-11,2025-07-11,next_trading_day_missing_publication_time,T+5,direct,medium,support,market,0.07251328777524679,0.027110086708374448,0.045403201066872345,0.6083117587614462,0.016110081919768593,0.0,2025-07-18,2025-07-18
event_window_outcomes_v2,2b1d360a0da9eaca,SSI,2025-07-10,2025-07-11,2025-07-11,next_trading_day_missing_publication_time,T+20,direct,medium,support,market,0.19703872437357628,0.08725030183294913,0.10978842254062715,0.8133497834880645,0.02834410688807528,0.0,2025-08-08,2025-08-08
event_window_outcomes_v2,2b1d360a0da9eaca,SSI,2025-07-10,2025-07-11,2025-07-11,next_trading_day_missing_publication_time,T+60,direct,medium,support,market,0.41078208048595277,0.15608879376577756,0.2546932867201752,0.6021255031431516,0.02730512499854083,0.0,2025-10-07,2025-10-07
event_window_outcomes_v2,2cd1cea4e13c035f,FPT,2025-05-21,2025-05-22,2025-05-22,next_trading_day_missing_publication_time,T+1,direct,low,neutral,capital,0.0026446953514391858,0.00047189916580414604,0.0021727961856350397,-0.26022721869567456,,0.0,2025-05-23,2025-05-23
event_window_outcomes_v2,2cd1cea4e13c035f,FPT,2025-05-21,2025-05-22,2025-05-22,next_trading_day_missing_publication_time,T+5,direct,low,neutral,capital,0.0026446953514391858,0.021326797783596252,-0.018682102432157066,-0.3790663472311754,0.009517913228577722,0.0,2025-05-29,2025-05-29
event_window_outcomes_v2,2cd1cea4e13c035f,FPT,2025-05-21,2025-05-22,2025-05-22,next_trading_day_missing_publication_time,T+20,direct,low,neutral,capital,0.0017292238836335017,0.02907507763502415,-0.027345853751390647,-0.37894468041242035,0.01198049428384426,-0.015359576848743783,2025-06-19,2025-06-19
event_window_outcomes_v2,2cd1cea4e13c035f,FPT,2025-05-21,2025-05-22,2025-05-22,next_trading_day_missing_publication_time,T+60,direct,low,neutral,capital,0.030719153697487567,0.24877458442428324,-0.21805543072679567,-0.053304060189145686,0.013316231144422052,-0.015359576848743783,2025-08-14,2025-08-14
event_window_outcomes_v2,342191df7069efc8,BID,2026-04-08,2026-04-09,2026-04-09,next_trading_day_missing_publication_time,T+1,direct,low,neutral,debt,0.004926108374384119,0.007669806757721664,-0.002743698383337545,0.05820662215769734,,0.0,2026-04-10,2026-04-10
event_window_outcomes_v2,342191df7069efc8,BID,2026-04-08,2026-04-09,2026-04-09,next_trading_day_missing_publication_time,T+5,direct,low,neutral,debt,-0.009852216748768461,0.04787871110394537,-0.05773092785271383,-0.19511057033380086,0.005925465528442502,-0.009852216748768461,2026-04-16,2026-04-16
event_window_outcomes_v2,342191df7069efc8,BID,2026-04-08,2026-04-09,2026-04-09,next_trading_day_missing_publication_time,T+20,direct,low,neutral,debt,0.028325123152709297,0.09467489692977393,-0.06634977377706464,-0.04314582285611657,0.015137379531513256,-0.012315270935960632,2026-05-12,2026-05-12
event_window_outcomes_v2,342191df7069efc8,BID,2026-04-08,2026-04-09,2026-04-09,next_trading_day_missing_publication_time,T+60,direct,low,neutral,debt,,,,,,,,
event_window_outcomes_v2,351369f49f8eee29,VCG,2023-11-08,2023-11-09,2023-11-09,next_trading_day_missing_publication_time,T+1,direct,low,neutral,capital,-0.002175095160413254,-0.010961585075725644,0.00878648991531239,0.47755949216567806,,-0.002175095160413254,2023-11-10,2023-11-10
event_window_outcomes_v2,351369f49f8eee29,VCG,2023-11-08,2023-11-09,2023-11-09,next_trading_day_missing_publication_time,T+5,direct,low,neutral,capital,0.02175095160413254,0.010449864887915217,0.011301086716217323,0.054637432292373944,0.008072668721249595,-0.002175095160413254,2023-11-16,2023-11-16
event_window_outcomes_v2,351369f49f8eee29,VCG,2023-11-08,2023-11-09,2023-11-09,next_trading_day_missing_publication_time,T+20,direct,low,neutral,capital,0.0630777596519847,0.006822935837470512,0.05625482381451419,0.06451156259533053,0.025510549359789685,-0.04132680804785216,2023-12-07,2023-12-07
event_window_outcomes_v2,351369f49f8eee29,VCG,2023-11-08,2023-11-09,2023-11-09,next_trading_day_missing_publication_time,T+60,direct,low,neutral,capital,0.09352909189777048,0.05266229160868652,0.04086680028908396,-0.12089704224827724,0.0183736474006805,-0.04132680804785216,2024-02-02,2024-02-02
event_window_outcomes_v2,35a935ba0c92f8d1,VCI,2026-04-03,2026-04-06,2026-04-06,next_trading_day_missing_publication_time,T+1,direct,low,neutral,governance,0.034220532319391594,0.0015223971486397758,0.03269813517075182,-0.4587697956635579,,0.0,2026-04-07,2026-04-07
event_window_outcomes_v2,35a935ba0c92f8d1,VCI,2026-04-03,2026-04-06,2026-04-06,next_trading_day_missing_publication_time,T+5,direct,low,neutral,governance,0.06844106463878319,0.05013164257697067,0.01830942206181252,-0.14617499702271408,0.03820081537328713,0.0,2026-04-13,2026-04-13
event_window_outcomes_v2,35a935ba0c92f8d1,VCI,2026-04-03,2026-04-06,2026-04-06,next_trading_day_missing_publication_time,T+20,direct,low,neutral,governance,-0.015209125475285301,0.13971426695084754,-0.15492339242613284,-0.32905148617905544,0.02420246510766281,-0.026615969581749055,2026-05-07,2026-05-07
event_window_outcomes_v2,35a935ba0c92f8d1,VCI,2026-04-03,2026-04-06,2026-04-06,next_trading_day_missing_publication_time,T+60,direct,low,neutral,governance,,,,,,,,
event_window_outcomes_v2,3af3366e99f22490,DPM,2025-07-14,2025-07-15,2025-07-15,next_trading_day_missing_publication_time,T+1,direct,medium,support,capital,0.006392694063926951,0.010146167802005834,-0.003753473738078883,0.0543761655068582,,0.0,2025-07-16,2025-07-16
event_window_outcomes_v2,3af3366e99f22490,DPM,2025-07-14,2025-07-15,2025-07-15,next_trading_day_missing_publication_time,T+5,direct,medium,support,capital,0.06164383561643838,0.03347139971930302,0.02817243589713536,0.14719932132629499,0.015908356370205136,0.0,2025-07-22,2025-07-22
event_window_outcomes_v2,3af3366e99f22490,DPM,2025-07-14,2025-07-15,2025-07-15,next_trading_day_missing_publication_time,T+20,direct,medium,support,capital,0.3150684931506851,0.10103036319446823,0.21403812995621685,0.3223286948778161,0.029595984254334285,0.0,2025-08-12,2025-08-12
event_window_outcomes_v2,3af3366e99f22490,DPM,2025-07-14,2025-07-15,2025-07-15,next_trading_day_missing_publication_time,T+60,direct,medium,support,capital,0.10045662100456632,0.17514120425837798,-0.07468458325381166,0.0015347496864317467,0.02375757664527712,0.0,2025-10-09,2025-10-09
event_window_outcomes_v2,3ff0d5477f4cee30,OCB,2025-12-17,2025-12-18,2025-12-18,next_trading_day_missing_publication_time,T+1,direct,medium,risk,debt,0.008403361344537785,0.016297153215899973,-0.007893791871362188,-0.5560149882956255,,0.0,2025-12-19,2025-12-19
event_window_outcomes_v2,3ff0d5477f4cee30,OCB,2025-12-17,2025-12-18,2025-12-18,next_trading_day_missing_publication_time,T+5,direct,medium,risk,debt,0.01680672268907557,0.039278941907476383,-0.022472219218400813,-0.08312477505001215,0.015900626852224656,0.0,2025-12-25,2025-12-25
event_window_outcomes_v2,3ff0d5477f4cee30,OCB,2025-12-17,2025-12-18,2025-12-18,next_trading_day_missing_publication_time,T+20,direct,medium,risk,debt,0.012605042016806678,0.13095564645970725,-0.11835060444290058,0.37473489282714967,0.013050272408792599,-0.012605042016806789,2026-01-19,2026-01-19
event_window_outcomes_v2,3ff0d5477f4cee30,OCB,2025-12-17,2025-12-18,2025-12-18,next_trading_day_missing_publication_time,T+60,direct,medium,risk,debt,-0.10084033613445387,-0.05116936397571825,-0.049670972158735616,0.09041803729217412,0.013925264333875451,-0.12605042016806722,2026-03-23,2026-03-23
