ticker,quarter_id,semantic_news_count,direct_news_count,high_materiality_count,medium_materiality_count,low_relevance_ratio,support_count,risk_count,mixed_direction_count,avg_materiality_score,avg_uncertainty_score,avg_novelty_score,event_earnings_count,event_debt_legal_count,high_disagreement_ratio,semantic_news_count_roll_5d,direct_news_count_roll_5d,high_materiality_count_roll_5d,medium_materiality_count_roll_5d,support_count_roll_5d,risk_count_roll_5d,mixed_direction_count_roll_5d,event_earnings_count_roll_5d,event_debt_legal_count_roll_5d,low_relevance_ratio_roll_5d,avg_materiality_score_roll_5d,avg_uncertainty_score_roll_5d,avg_novelty_score_roll_5d,high_disagreement_ratio_roll_5d,semantic_news_count_roll_20d,direct_news_count_roll_20d,high_materiality_count_roll_20d,medium_materiality_count_roll_20d,support_count_roll_20d,risk_count_roll_20d,mixed_direction_count_roll_20d,event_earnings_count_roll_20d,event_debt_legal_count_roll_20d,low_relevance_ratio_roll_20d,avg_materiality_score_roll_20d,avg_uncertainty_score_roll_20d,avg_novelty_score_roll_20d,high_disagreement_ratio_roll_20d,semantic_news_count_roll_60d,direct_news_count_roll_60d,high_materiality_count_roll_60d,medium_materiality_count_roll_60d,support_count_roll_60d,risk_count_roll_60d,mixed_direction_count_roll_60d,event_earnings_count_roll_60d,event_debt_legal_count_roll_60d,low_relevance_ratio_roll_60d,avg_materiality_score_roll_60d,avg_uncertainty_score_roll_60d,avg_novelty_score_roll_60d,high_disagreement_ratio_roll_60d,days_since_high_materiality_news,period_end,usage_scope,artifact_schema_version
ABB,2024Q2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,2024-06-30,descriptive_only,semantic_period_features_v2
ABB,2024Q3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,2024-09-30,descriptive_only,semantic_period_features_v2
ABB,2024Q4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,2024-12-31,descriptive_only,semantic_period_features_v2
ABB,2025Q1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017241379310344827,0.08620689655172414,0.017241379310344827,1.0,0.0,0.017241379310344827,0.08620689655172414,0.08620689655172414,0.0,0.0,0.0,0.0,0.0,0.08620689655172414,0.0,0.0,0.08620689655172414,0.43103448275862066,0.08620689655172414,0.08620689655172414,0.3448275862068966,0.3448275862068966,0.0,0.0,0.0,0.0,0.0,0.3448275862068966,0.0,0.0,0.3448275862068966,1.7241379310344827,0.3448275862068966,0.3448275862068966,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0,1.0,1.0,999.0,2025-03-31,descriptive_only,semantic_period_features_v2
ABB,2025Q2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03278688524590164,0.03278688524590164,0.0,0.0,0.0,0.0,0.0,0.03278688524590164,0.0,0.0,0.03278688524590164,0.16393442622950818,0.03278688524590164,0.03278688524590164,999.0,2025-06-30,descriptive_only,semantic_period_features_v2
ABB,2025Q3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,2025-09-30,descriptive_only,semantic_period_features_v2
ABB,2025Q4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,2025-12-31,descriptive_only,semantic_period_features_v2
ABB,2026Q1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,2026-03-31,descriptive_only,semantic_period_features_v2
ABB,2026Q2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,2026-06-30,descriptive_only,semantic_period_features_v2
ACB,2021Q4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,2021-12-31,descriptive_only,semantic_period_features_v2
ACB,2022Q1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,2022-03-31,descriptive_only,semantic_period_features_v2
ACB,2022Q2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,2022-06-30,descriptive_only,semantic_period_features_v2
ACB,2022Q3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,2022-09-30,descriptive_only,semantic_period_features_v2
ACB,2022Q4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,2022-12-31,descriptive_only,semantic_period_features_v2
ACB,2023Q1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,2023-03-31,descriptive_only,semantic_period_features_v2
ACB,2023Q2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016129032258064516,0.06451612903225806,0.016129032258064516,0.0,1.0,0.016129032258064516,0.08064516129032258,0.08064516129032258,0.0,0.0,0.0,0.0,0.0,0.0,0.08064516129032258,0.0,0.08064516129032258,0.3225806451612903,0.08064516129032258,0.08064516129032258,0.3225806451612903,0.3225806451612903,0.0,0.0,0.0,0.0,0.0,0.0,0.3225806451612903,0.0,0.3225806451612903,1.2903225806451613,0.3225806451612903,0.3225806451612903,0.8870967741935484,0.8870967741935484,0.0,0.0,0.0,0.0,0.0,0.0,0.8870967741935484,0.0,0.8870967741935484,3.5483870967741935,0.8870967741935484,0.8870967741935484,999.0,2023-06-30,descriptive_only,semantic_period_features_v2
ACB,2023Q3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07936507936507936,0.07936507936507936,0.0,0.0,0.0,0.0,0.0,0.0,0.07936507936507936,0.0,0.07936507936507936,0.31746031746031744,0.07936507936507936,0.07936507936507936,999.0,2023-09-30,descriptive_only,semantic_period_features_v2
ACB,2023Q4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,2023-12-31,descriptive_only,semantic_period_features_v2
ACB,2024Q1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,2024-03-31,descriptive_only,semantic_period_features_v2
ACB,2024Q2,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.06557377049180328,0.03278688524590164,0.04918032786885246,0.0,0.0,0.0,0.08196721311475409,0.08196721311475409,0.08196721311475409,0.0,0.08196721311475409,0.0,0.0,0.0,0.0,0.0,0.32786885245901637,0.16393442622950818,0.2459016393442623,0.0,0.2459016393442623,0.2459016393442623,0.2459016393442623,0.0,0.2459016393442623,0.0,0.0,0.0,0.0,0.0,0.9836065573770492,0.4918032786885246,0.7377049180327869,0.0,0.2459016393442623,0.2459016393442623,0.2459016393442623,0.0,0.2459016393442623,0.0,0.0,0.0,0.0,0.0,0.9836065573770492,0.4918032786885246,0.7377049180327869,0.0,755.5573770491803,2024-06-30,descriptive_only,semantic_period_features_v2
ACB,2024Q3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.078125,0.078125,0.078125,0.0,0.078125,0.0,0.0,0.0,0.0,0.0,0.3125,0.15625,0.234375,0.0,0.703125,0.703125,0.703125,0.0,0.703125,0.0,0.0,0.0,0.0,0.0,2.8125,1.40625,2.109375,0.0,65.125,2024-09-30,descriptive_only,semantic_period_features_v2
ACB,2024Q4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158.1060606060606,2024-12-31,descriptive_only,semantic_period_features_v2
ACB,2025Q1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.24137931034483,2025-03-31,descriptive_only,semantic_period_features_v2
ACB,2025Q2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,340.73770491803276,2025-06-30,descriptive_only,semantic_period_features_v2
ACB,2025Q3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,430.5625,2025-09-30,descriptive_only,semantic_period_features_v2
ACB,2025Q4,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.0,1.0,0.0,0.07575757575757576,0.07575757575757576,0.0,0.07575757575757576,0.0,0.07575757575757576,0.0,0.0,0.07575757575757576,0.0,0.22727272727272727,0.22727272727272727,0.22727272727272727,0.0,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.16666666666666666,0.0,0.5,0.5,0.5,0.0,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.16666666666666666,0.0,0.5,0.5,0.5,0.0,523.5,2025-12-31,descriptive_only,semantic_period_features_v2
ACB,2026Q1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15789473684210525,0.15789473684210525,0.0,0.15789473684210525,0.0,0.15789473684210525,0.0,0.0,0.15789473684210525,0.0,0.47368421052631576,0.47368421052631576,0.47368421052631576,0.0,0.8596491228070176,0.8596491228070176,0.0,0.8596491228070176,0.0,0.8596491228070176,0.0,0.0,0.8596491228070176,0.0,2.5789473684210527,2.5789473684210527,2.5789473684210527,0.0,615.7368421052631,2026-03-31,descriptive_only,semantic_period_features_v2
ACB,2026Q2,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.06666666666666667,0.03333333333333333,0.05,0.0,0.0,0.0,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.16666666666666666,0.25,0.0,0.26666666666666666,0.26666666666666666,0.26666666666666666,0.0,0.26666666666666666,0.0,0.0,0.0,0.0,0.0,1.0666666666666667,0.5333333333333333,0.8,0.0,0.26666666666666666,0.26666666666666666,0.26666666666666666,0.0,0.26666666666666666,0.0,0.0,0.0,0.0,0.0,1.0666666666666667,0.5333333333333333,0.8,0.0,510.8,2026-06-30,descriptive_only,semantic_period_features_v2
ANV,2021Q4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,2021-12-31,descriptive_only,semantic_period_features_v2
ANV,2022Q1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,2022-03-31,descriptive_only,semantic_period_features_v2
ANV,2022Q2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,2022-06-30,descriptive_only,semantic_period_features_v2
ANV,2022Q3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,2022-09-30,descriptive_only,semantic_period_features_v2
ANV,2022Q4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,2022-12-31,descriptive_only,semantic_period_features_v2
ANV,2023Q1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,2023-03-31,descriptive_only,semantic_period_features_v2
